customer_key,bank_profile_key,credit_profile_key,location_key,churn
15604345,2372,2372,1,0
15578297,2373,2373,3,1
15671789,2374,2374,1,0
15726186,2375,2375,2,0
15764618,2376,2376,2,0
15730738,2377,2377,2,0
15637650,2378,2378,1,0
15606267,2379,2379,1,0
15625904,2380,2380,1,0
15654463,2381,2381,1,0
15774151,2382,2382,2,1
15693259,2383,2383,1,0
15642468,2384,2384,1,0
15758531,2385,2385,1,0
15728352,2386,2386,1,0
15637240,2387,2387,1,0
15595588,2388,2388,2,0
15778395,2389,2389,3,1
15711825,2390,2390,2,0
15599251,2391,2391,3,0
15570004,2392,2392,1,0
15656912,2393,2393,2,0
15657342,2394,2394,3,1
15716284,2395,2395,1,0
15672374,2396,2396,1,1
15732476,2397,2397,1,0
15747724,2398,2398,2,0
15633877,2399,2399,2,0
15672516,2400,2400,3,0
15607827,2401,2401,3,0
15751336,2402,2402,2,0
15646539,2403,2403,1,0
15756901,2404,2404,1,0
15809286,2405,2405,3,1
15759021,2406,2406,1,0
15725039,2407,2407,2,0
15579130,2408,2408,3,1
15754112,2409,2409,2,0
15735522,2410,2410,3,0
15613326,2411,2411,1,0
15739502,2412,2412,3,0
15670914,2413,2413,1,0
15604073,2414,2414,3,0
15806027,2415,2415,1,1
15574886,2416,2416,1,0
15707120,2417,2417,1,0
15800845,2418,2418,2,0
15603914,2419,2419,1,1
15722765,2420,2420,2,0
15783305,2421,2421,1,0
15574842,2422,2422,3,0
15607837,2423,2423,1,0
15714877,2424,2424,1,0
15782941,2425,2425,1,0
15630167,2426,2426,2,0
15759038,2427,2427,1,0
15661821,2428,2428,3,1
15728006,2429,2429,1,0
15712176,2430,2430,1,0
15689351,2431,2431,3,1
15782247,2432,2432,1,1
15769064,2433,2433,3,1
15718153,2434,2434,2,0
15613189,2435,2435,1,1
15661734,2436,2436,3,0
15592645,2437,2437,2,0
15768387,2438,2438,1,0
15792525,2439,2439,3,1
15586976,2440,2440,1,1
15790659,2441,2441,2,0
15691446,2442,2442,2,0
15772632,2443,2443,1,0
15706587,2444,2444,1,0
15572461,2445,2445,3,0
15654409,2446,2446,1,0
15568025,2447,2447,1,0
15715769,2448,2448,1,0
15667458,2449,2449,3,0
15567980,2450,2450,3,1
15679294,2451,2451,1,0
15606507,2452,2452,1,0
15578825,2453,2453,1,0
15619935,2454,2454,2,0
15636089,2455,2455,3,1
15727490,2456,2456,1,1
15591766,2457,2457,2,0
15641629,2458,2458,2,0
15813303,2459,2459,2,0
15756920,2460,2460,1,1
15726403,2461,2461,3,1
15592765,2462,2462,1,0
15704442,2463,2463,1,1
15641136,2464,2464,1,0
15725818,2465,2465,3,0
15612071,2466,2466,2,0
15719809,2467,2467,3,0
15716518,2468,2468,1,0
15742210,2469,2469,1,0
15630617,2470,2470,3,1
15720838,2471,2471,2,0
15595537,2472,2472,3,0
15623196,2473,2473,1,0
15679249,2474,2474,3,1
15693199,2475,2475,1,1
15661219,2476,2476,1,0
15617136,2477,2477,3,0
15760294,2478,2478,1,1
15652808,2479,2479,1,0
15657139,2480,2480,1,0
15803790,2481,2481,3,0
15764105,2482,2482,1,0
15672610,2483,2483,2,0
15766896,2484,2484,1,0
15587735,2485,2485,1,0
15659501,2486,2486,1,0
15745001,2487,2487,2,0
15651140,2488,2488,1,0
15571148,2489,2489,2,0
15776824,2490,2490,1,0
15633141,2491,2491,3,0
15764174,2492,2492,2,0
15778155,2493,2493,3,1
15715920,2494,2494,2,0
15671917,2495,2495,1,0
15666548,2496,2496,3,1
15625623,2497,2497,1,0
15748123,2498,2498,1,0
15648735,2499,2499,1,0
15634974,2500,2500,1,1
15713378,2501,2501,1,0
15753370,2502,2502,3,0
15782659,2503,2503,1,0
15583364,2504,2504,1,0
15625942,2505,2505,2,0
15720284,2506,2506,3,0
15679642,2507,2507,2,0
15628007,2508,2508,1,0
15661974,2509,2509,1,0
15689341,2510,2510,1,1
15607993,2511,2511,1,0
15693267,2512,2512,3,0
15769522,2513,2513,1,0
15755825,2514,2514,1,0
15598175,2515,2515,3,0
15744327,2516,2516,1,1
15798666,2517,2517,1,0
15577064,2518,2518,3,0
15759436,2519,2519,1,1
15690231,2520,2520,2,0
15751561,2521,2521,3,1
15739068,2522,2522,3,0
15758056,2523,2523,1,0
15742269,2524,2524,1,0
15726490,2525,2525,2,1
15738411,2526,2526,1,0
15727919,2527,2527,2,0
15709396,2528,2528,1,0
15654106,2529,2529,1,0
15621653,2530,2530,1,0
15598086,2531,2531,1,1
15752300,2532,2532,3,0
15658693,2533,2533,1,0
15631838,2534,2534,1,0
15803804,2535,2535,3,0
15578809,2536,2536,3,1
15752026,2537,2537,1,1
15723706,2538,2538,1,0
15752838,2539,2539,2,0
15569571,2540,2540,3,1
15769703,2541,2541,3,1
15679770,2542,2542,1,1
15791102,2543,2543,3,1
15655192,2544,2544,2,0
15709487,2545,2545,3,0
15687130,2546,2546,1,0
15755178,2547,2547,1,1
15634772,2548,2548,2,0
15617197,2549,2549,1,1
15631240,2550,2550,1,1
15784301,2551,2551,1,0
15631310,2552,2552,1,0
15756560,2553,2553,2,0
15732270,2554,2554,2,1
15739357,2555,2555,2,0
15771540,2556,2556,1,0
15567486,2557,2557,2,0
15714634,2558,2558,1,0
15727021,2559,2559,3,0
15650670,2560,2560,3,0
15711834,2561,2561,2,1
15729763,2562,2562,2,0
15646566,2563,2563,1,0
15645463,2564,2564,1,0
15672144,2565,2565,1,1
15596088,2566,2566,1,0
15614878,2567,2567,3,0
15635240,2568,2568,1,0
15775905,2569,2569,3,1
15700657,2570,2570,3,0
15611905,2571,2571,2,0
15652527,2572,2572,1,0
15785865,2573,2573,1,0
15645942,2574,2574,2,0
15688691,2575,2575,3,1
15592736,2576,2576,3,1
15673529,2577,2577,2,0
15724145,2578,2578,3,0
15704629,2579,2579,1,0
15597896,2580,2580,3,1
15731790,2581,2581,3,1
15634719,2582,2582,1,0
15703205,2583,2583,1,0
15567333,2584,2584,1,0
15754537,2585,2585,1,0
15612030,2586,2586,1,0
15573242,2587,2587,1,0
15601892,2588,2588,1,0
15663885,2589,2589,1,0
15701096,2590,2590,1,0
15710450,2591,2591,2,0
15790846,2592,2592,3,0
15658956,2593,2593,3,0
15755223,2594,2594,3,0
15787318,2595,2595,3,1
15737310,2596,2596,1,0
15763665,2597,2597,1,0
15668818,2598,2598,2,0
15765812,2599,2599,2,0
15704844,2600,2600,2,0
15744582,2601,2601,1,1
15616700,2602,2602,2,0
15683521,2603,2603,3,0
15583049,2604,2604,3,0
15643752,2605,2605,1,0
15620398,2606,2606,2,0
15715707,2607,2607,1,0
15814209,2608,2608,1,0
15733768,2609,2609,1,0
15755242,2610,2610,1,0
15729412,2611,2611,1,0
15746564,2612,2612,1,0
15588446,2613,2613,2,0
15665221,2614,2614,1,0
15640846,2615,2615,3,1
15700209,2616,2616,1,0
15658360,2617,2617,2,0
15602735,2618,2618,3,1
15724834,2619,2619,1,0
15800062,2620,2620,2,1
15685300,2621,2621,1,0
15760102,2622,2622,1,0
15787026,2623,2623,3,0
15653696,2624,2624,1,0
15788946,2625,2625,2,0
15600724,2626,2626,3,0
15574324,2627,2627,3,0
15707144,2628,2628,3,0
15775891,2629,2629,3,1
15711789,2630,2630,2,1
15600879,2631,2631,3,0
15681196,2632,2632,1,0
15716000,2633,2633,2,0
15766776,2634,2634,1,0
15680278,2635,2635,2,1
15688637,2636,2636,1,0
15591179,2637,2637,2,0
15677435,2638,2638,1,0
15698619,2639,2639,1,0
15581036,2640,2640,3,1
15622117,2641,2641,2,0
15599301,2642,2642,3,0
15581548,2643,2643,2,0
15586870,2644,2644,1,0
15735263,2645,2645,1,0
15765322,2646,2646,1,0
15582944,2647,2647,2,0
15687162,2648,2648,1,1
15644962,2649,2649,1,0
15612615,2650,2650,1,0
15813439,2651,2651,1,0
15604544,2652,2652,3,0
15761348,2653,2653,1,0
15785078,2654,2654,2,0
15759874,2655,2655,1,1
15643658,2656,2656,3,0
15713267,2657,2657,2,0
15737782,2658,2658,1,0
15815490,2659,2659,3,1
15679410,2660,2660,1,1
15756241,2661,2661,1,0
15688409,2662,2662,1,1
15742272,2663,2663,1,1
15717898,2664,2664,2,0
15769582,2665,2665,1,0
15635660,2666,2666,3,1
15576723,2667,2667,1,0
15591577,2668,2668,1,0
15582325,2669,2669,1,1
15693947,2670,2670,1,0
15760446,2671,2671,1,1
15611105,2672,2672,2,0
15630920,2673,2673,1,0
15574910,2674,2674,1,0
15756472,2675,2675,1,0
15682890,2676,2676,3,0
15641994,2677,2677,3,1
15733297,2678,2678,1,0
15767793,2679,2679,1,0
15725698,2680,2680,2,0
15813532,2681,2681,1,0
15576760,2682,2682,3,0
15732102,2683,2683,3,0
15739046,2684,2684,2,0
15631927,2685,2685,2,0
15672115,2686,2686,1,0
15618765,2687,2687,3,0
15679148,2688,2688,1,0
15728474,2689,2689,3,0
15636999,2690,2690,1,1
15754261,2691,2691,2,0
15629150,2692,2692,1,0
15736274,2693,2693,1,0
15627697,2694,2694,1,0
15721585,2695,2695,3,0
15639946,2696,2696,3,1
15792176,2697,2697,2,0
15699450,2698,2698,1,0
15729954,2699,2699,1,1
15600103,2700,2700,3,0
15786200,2701,2701,1,0
15797010,2702,2702,1,0
15670172,2703,2703,1,0
15627352,2704,2704,3,1
15622494,2705,2705,1,0
15585835,2706,2706,2,0
15595071,2707,2707,1,0
15628203,2708,2708,1,0
15667190,2709,2709,2,0
15780212,2710,2710,1,0
15766869,2711,2711,3,0
15775741,2712,2712,1,0
15628170,2713,2713,3,0
15701318,2714,2714,2,0
15710928,2715,2715,1,0
15682547,2716,2716,1,0
15631170,2717,2717,1,0
15648702,2718,2718,3,0
15783444,2719,2719,1,0
15809178,2720,2720,3,1
15806688,2721,2721,2,1
15576824,2722,2722,3,1
15675422,2723,2723,1,0
15681550,2724,2724,1,0
15812628,2725,2725,3,0
15597951,2726,2726,1,0
15807045,2727,2727,3,0
15581748,2728,2728,3,0
15770420,2729,2729,3,0
15608230,2730,2730,1,0
15730339,2731,2731,2,0
15712584,2732,2732,1,0
15592816,2733,2733,3,1
15641480,2734,2734,1,0
15708505,2735,2735,3,0
15791131,2736,2736,3,0
15618225,2737,2737,3,0
15644724,2738,2738,1,0
15662098,2739,2739,2,1
15723894,2740,2740,1,0
15787699,2741,2741,3,0
15687738,2742,2742,1,0
15576126,2743,2743,1,0
15658889,2744,2744,1,1
15667046,2745,2745,2,0
15669957,2746,2746,3,0
15655794,2747,2747,1,0
15599829,2748,2748,1,0
15753332,2749,2749,3,1
15671124,2750,2750,1,0
15767474,2751,2751,1,1
15720671,2752,2752,1,0
15626787,2753,2753,2,1
15774491,2754,2754,1,0
15579647,2755,2755,1,0
15625522,2756,2756,2,0
15765806,2757,2757,1,0
15566708,2758,2758,1,1
15668347,2759,2759,1,0
15575214,2760,2760,1,0
15591123,2761,2761,3,0
15573280,2762,2762,3,0
15589018,2763,2763,3,0
15654495,2764,2764,3,0
15597265,2765,2765,1,0
15733876,2766,2766,1,0
15677217,2767,2767,1,0
15747265,2768,2768,3,0
15713379,2769,2769,1,0
15730433,2770,2770,3,1
15693347,2771,2771,1,0
15715465,2772,2772,3,0
15680736,2773,2773,3,0
15610765,2774,2774,1,0
15650034,2775,2775,1,0
15782468,2776,2776,2,1
15685109,2777,2777,1,0
15776233,2778,2778,3,1
15761141,2779,2779,2,0
15781702,2780,2780,3,0
15790235,2781,2781,2,0
15641416,2782,2782,3,1
15775234,2783,2783,1,0
15659475,2784,2784,1,0
15642202,2785,2785,3,0
15771417,2786,2786,1,1
15585100,2787,2787,3,1
15700487,2788,2788,1,1
15726589,2789,2789,3,0
15747503,2790,2790,2,1
15595883,2791,2791,3,0
15663826,2792,2792,2,0
15742820,2793,2793,1,0
15624793,2794,2794,3,0
15597930,2795,2795,1,1
15665110,2796,2796,1,0
15770719,2797,2797,1,0
15731327,2798,2798,3,0
15576044,2799,2799,3,0
15775662,2800,2800,1,0
15646817,2801,2801,1,0
15596060,2802,2802,2,0
15723299,2803,2803,1,1
15636982,2804,2804,3,0
15751175,2805,2805,1,0
15618936,2806,2806,1,1
15787529,2807,2807,2,1
15780128,2808,2808,1,0
15615991,2809,2809,1,0
15757001,2810,2810,1,0
15595388,2811,2811,1,0
15699550,2812,2812,2,0
15581620,2813,2813,1,0
15600934,2814,2814,1,1
15738672,2815,2815,3,0
15721307,2816,2816,3,0
15619280,2817,2817,1,0
15768244,2818,2818,2,0
15806837,2819,2819,1,0
15643496,2820,2820,1,0
15813916,2821,2821,1,0
15626385,2822,2822,2,0
15603582,2823,2823,2,0
15764351,2824,2824,3,0
15667938,2825,2825,1,0
15576360,2826,2826,1,0
15628813,2827,2827,1,0
15584190,2828,2828,1,0
15716449,2829,2829,2,0
15759913,2830,2830,3,0
15701555,2831,2831,2,0
15758482,2832,2832,1,0
15758171,2833,2833,1,0
15680346,2834,2834,2,0
15649124,2835,2835,1,0
15812917,2836,2836,2,0
15768455,2837,2837,1,0
15703059,2838,2838,3,0
15646196,2839,2839,2,0
15585451,2840,2840,3,0
15714057,2841,2841,2,0
15748473,2842,2842,1,0
15785782,2843,2843,2,1
15693233,2844,2844,3,0
15757521,2845,2845,1,0
15812513,2846,2846,3,1
15674950,2847,2847,3,0
15678572,2848,2848,2,1
15713608,2849,2849,1,0
15579262,2850,2850,1,0
15610426,2851,2851,1,0
15776454,2852,2852,1,1
15771483,2853,2853,1,0
15648489,2854,2854,1,1
15646609,2855,2855,1,0
15693203,2856,2856,2,0
15813067,2857,2857,3,1
15769829,2858,2858,2,0
15662434,2859,2859,1,0
15773503,2860,2860,2,0
15705890,2861,2861,1,0
15711398,2862,2862,1,0
15752375,2863,2863,3,0
15659175,2864,2864,1,0
15597033,2865,2865,3,0
15590228,2866,2866,1,0
15631848,2867,2867,1,0
15654211,2868,2868,2,0
15707968,2869,2869,2,1
15594084,2870,2870,1,0
15651093,2871,2871,1,0
15798824,2872,2872,2,0
15671591,2873,2873,2,1
15707189,2874,2874,3,0
15733581,2875,2875,3,0
15641640,2876,2876,2,0
15585284,2877,2877,2,0
15617866,2878,2878,2,0
15667751,2879,2879,2,0
15669411,2880,2880,3,1
15789425,2881,2881,3,1
15570943,2882,2882,3,0
15685829,2883,2883,1,0
15721917,2884,2884,1,0
15776047,2885,2885,1,0
15716024,2886,2886,2,0
15675328,2887,2887,1,0
15604314,2888,2888,3,0
15658339,2889,2889,3,0
15630402,2890,2890,1,0
15689616,2891,2891,2,0
15774224,2892,2892,3,0
15701291,2893,2893,1,0
15719606,2894,2894,1,0
15644119,2895,2895,1,0
15646859,2896,2896,3,0
15606836,2897,2897,1,0
15664150,2898,2898,3,0
15624510,2899,2899,1,1
15810944,2900,2900,1,0
15668575,2901,2901,2,1
15603246,2902,2902,1,0
15804002,2903,2903,1,0
15728773,2904,2904,1,0
15598044,2905,2905,1,0
15694829,2906,2906,3,0
15600575,2907,2907,2,0
15727311,2908,2908,1,0
15570769,2909,2909,1,0
15606274,2910,2910,3,0
15746139,2911,2911,1,0
15704987,2912,2912,1,0
15628972,2913,2913,3,1
15697686,2914,2914,1,0
15733883,2915,2915,1,0
15617482,2916,2916,3,1
15704583,2917,2917,1,1
15621083,2918,2918,1,1
15649487,2919,2919,3,1
15736760,2920,2920,2,0
15714658,2921,2921,1,0
15599081,2922,2922,3,0
15705113,2923,2923,2,0
15631159,2924,2924,3,0
15792818,2925,2925,3,0
15633531,2926,2926,1,0
15744529,2927,2927,1,0
15669656,2928,2928,1,0
15581198,2929,2929,3,1
15729054,2930,2930,3,0
15573452,2931,2931,3,0
15776733,2932,2932,3,0
15724858,2933,2933,1,1
15713144,2934,2934,2,0
15690188,2935,2935,1,1
15689425,2936,2936,2,0
15671766,2937,2937,1,0
15782806,2938,2938,2,0
15764419,2939,2939,1,0
15591915,2940,2940,1,1
15772798,2941,2941,2,0
15792008,2942,2942,2,0
15715541,2943,2943,1,0
15639277,2944,2944,1,0
15798850,2945,2945,1,0
15776348,2946,2946,3,1
15727696,2947,2947,1,0
15793813,2948,2948,1,0
15694395,2949,2949,1,0
15764195,2950,2950,2,0
15744919,2951,2951,2,0
15671655,2952,2952,3,1
15654901,2953,2953,1,0
15649136,2954,2954,1,0
15775562,2955,2955,1,0
15807481,2956,2956,1,0
15642885,2957,2957,1,0
15789109,2958,2958,1,1
15814004,2959,2959,1,0
15673619,2960,2960,1,0
15595135,2961,2961,3,0
15583681,2962,2962,2,0
15605000,2963,2963,1,1
15718071,2964,2964,1,0
15679760,2965,2965,1,0
15654574,2966,2966,3,0
15577178,2967,2967,1,1
15595324,2968,2968,3,1
15756932,2969,2969,2,0
15726358,2970,2970,1,0
15595228,2971,2971,1,1
15782530,2972,2972,2,0
15592877,2973,2973,2,0
15651983,2974,2974,1,1
15746737,2975,2975,3,0
15774179,2976,2976,1,0
15667265,2977,2977,1,0
15655123,2978,2978,2,1
15595917,2979,2979,1,0
15668385,2980,2980,1,0
15709476,2981,2981,2,0
15711218,2982,2982,3,0
15798659,2983,2983,2,0
15663939,2984,2984,3,0
15694946,2985,2985,1,0
15631912,2986,2986,1,0
15768816,2987,2987,3,0
15682268,2988,2988,3,1
15684801,2989,2989,1,1
15636428,2990,2990,2,1
15809823,2991,2991,3,0
15699284,2992,2992,1,0
15786993,2993,2993,1,0
15709441,2994,2994,2,0
15710257,2995,2995,1,0
15582492,2996,2996,1,0
15575694,2997,2997,2,0
15756820,2998,2998,1,0
15766289,2999,2999,1,0
15593014,3000,3000,1,0
15584545,3001,3001,1,0
15675949,3002,3002,2,0
15672091,3003,3003,3,0
15801658,3004,3004,1,0
15706185,3005,3005,3,0
15789863,3006,3006,1,0
15720943,3007,3007,1,1
15697997,3008,3008,1,1
15665416,3009,3009,1,0
15660200,3010,3010,1,0
15619653,3011,3011,1,1
15773447,3012,3012,2,0
15739160,3013,3013,1,0
15689237,3014,3014,1,0
15679297,3015,3015,2,0
15591433,3016,3016,3,0
15642725,3017,3017,1,0
15701962,3018,3018,2,0
15811613,3019,3019,1,0
15741049,3020,3020,1,0
15724423,3021,3021,1,0
15574305,3022,3022,1,0
15678168,3023,3023,2,0
15697020,3024,3024,1,0
15610801,3025,3025,3,0
15745232,3026,3026,1,0
15722758,3027,3027,1,0
15792102,3028,3028,1,0
15675185,3029,3029,3,0
15801247,3030,3030,2,0
15725660,3031,3031,1,0
15638963,3032,3032,1,0
15800061,3033,3033,2,1
15578006,3034,3034,1,0
15668504,3035,3035,1,0
15687491,3036,3036,3,1
15610403,3037,3037,1,0
15741094,3038,3038,1,0
15807909,3039,3039,1,0
15666141,3040,3040,2,0
15617134,3041,3041,1,0
15783029,3042,3042,1,0
15622833,3043,3043,3,0
15746422,3044,3044,1,0
15750839,3045,3045,2,0
15749130,3046,3046,3,0
15779862,3047,3047,3,1
15767871,3048,3048,2,0
15679651,3049,3049,2,0
15576219,3050,3050,1,0
15699247,3051,3051,1,1
15619087,3052,3052,1,0
15605327,3053,3053,1,0
15610140,3054,3054,1,0
15791174,3055,3055,2,0
15602373,3056,3056,1,0
15762605,3057,3057,1,0
15598840,3058,3058,1,0
15744279,3059,3059,2,0
15670619,3060,3060,1,0
15599533,3061,3061,1,0
15757837,3062,3062,3,0
15697574,3063,3063,1,0
15578738,3064,3064,1,0
15762228,3065,3065,2,0
15614827,3066,3066,1,0
15789815,3067,3067,1,0
15579781,3068,3068,3,0
15587013,3069,3069,1,0
15570932,3070,3070,1,1
15794661,3071,3071,2,0
15581654,3072,3072,1,0
15644296,3073,3073,1,0
15614420,3074,3074,3,0
15609653,3075,3075,3,1
15594577,3076,3076,1,0
15584114,3077,3077,3,0
15673367,3078,3078,3,0
15685576,3079,3079,2,0
15774727,3080,3080,3,0
15694288,3081,3081,2,0
15603319,3082,3082,1,0
15759066,3083,3083,1,1
15814816,3084,3084,1,1
15724402,3085,3085,1,0
15571059,3086,3086,1,1
15674206,3087,3087,1,0
15715160,3088,3088,1,0
15730448,3089,3089,3,0
15662067,3090,3090,1,0
15779581,3091,3091,2,1
15662901,3092,3092,1,0
15689751,3093,3093,1,0
15667742,3094,3094,2,0
15738448,3095,3095,3,0
15680243,3096,3096,1,0
15745083,3097,3097,3,1
15708228,3098,3098,3,0
15628523,3099,3099,1,0
15708196,3100,3100,2,0
15735549,3101,3101,3,0
15809347,3102,3102,3,0
15660866,3103,3103,1,0
15766609,3104,3104,1,0
15654230,3105,3105,3,0
15794566,3106,3106,1,1
15800890,3107,3107,1,0
15697424,3108,3108,2,1
15724536,3109,3109,2,0
15735878,3110,3110,3,1
15707596,3111,3111,3,1
15657163,3112,3112,3,0
15622478,3113,3113,1,1
15779529,3114,3114,1,0
15636023,3115,3115,1,1
15582066,3116,3116,1,0
15666675,3117,3117,1,0
15732987,3118,3118,2,0
15789432,3119,3119,1,0
15663161,3120,3120,3,1
15694879,3121,3121,2,0
15593715,3122,3122,3,0
15575002,3123,3123,1,0
15622171,3124,3124,1,0
15795224,3125,3125,1,1
15685346,3126,3126,2,0
15691808,3127,3127,1,0
15721007,3128,3128,3,1
15794253,3129,3129,2,0
15694453,3130,3130,3,0
15813113,3131,3131,2,1
15614187,3132,3132,3,0
15619407,3133,3133,1,0
15646227,3134,3134,1,0
15660541,3135,3135,1,0
15753874,3136,3136,1,0
15617877,3137,3137,1,0
15772073,3138,3138,1,1
15701537,3139,3139,1,1
15736228,3140,3140,1,0
15780572,3141,3141,2,0
15769596,3142,3142,3,1
15586996,3143,3143,1,0
15722061,3144,3144,3,0
15638003,3145,3145,2,0
15775590,3146,3146,3,1
15730688,3147,3147,1,1
15753102,3148,3148,2,0
15810075,3149,3149,1,1
15723373,3150,3150,2,0
15795298,3151,3151,3,0
15584320,3152,3152,1,0
15724161,3153,3153,1,1
15750056,3154,3154,1,0
15609637,3155,3155,1,0
15794493,3156,3156,2,0
15569641,3157,3157,3,1
15815236,3158,3158,2,0
15811177,3159,3159,1,0
15680587,3160,3160,1,0
15672821,3161,3161,1,0
15767681,3162,3162,2,0
15600379,3163,3163,2,0
15801336,3164,3164,3,1
15721592,3165,3165,1,0
15581282,3166,3166,1,0
15746203,3167,3167,3,1
15583137,3168,3168,1,1
15680752,3169,3169,1,1
15688172,3170,3170,2,0
15791373,3171,3171,3,1
15589449,3172,3172,1,1
15692819,3173,3173,3,0
15727467,3174,3174,1,0
15734312,3175,3175,2,0
15764604,3176,3176,1,1
15613014,3177,3177,3,0
15759684,3178,3178,1,0
15609669,3179,3179,1,0
15685536,3180,3180,1,0
15750447,3181,3181,1,1
15663249,3182,3182,2,0
15638646,3183,3183,1,0
15734161,3184,3184,1,0
15631070,3185,3185,3,1
15761950,3186,3186,3,1
15649668,3187,3187,3,0
15713912,3188,3188,2,0
15586757,3189,3189,1,0
15596522,3190,3190,1,0
15625395,3191,3191,1,0
15760570,3192,3192,1,0
15566689,3193,3193,2,0
15725794,3194,3194,1,1
15673539,3195,3195,1,0
15705298,3196,3196,3,0
15675791,3197,3197,1,0
15747043,3198,3198,2,0
15736397,3199,3199,1,0
15678201,3200,3200,1,1
15720745,3201,3201,2,0
15637593,3202,3202,1,0
15598070,3203,3203,1,0
15787550,3204,3204,1,0
15603942,3205,3205,3,1
15733973,3206,3206,1,1
15596761,3207,3207,3,1
15652400,3208,3208,2,0
15717893,3209,3209,3,0
15622585,3210,3210,1,0
15733964,3211,3211,2,0
15753861,3212,3212,3,0
15747097,3213,3213,1,1
15594762,3214,3214,2,0
15667417,3215,3215,1,0
15684861,3216,3216,1,0
15742204,3217,3217,3,0
15623502,3218,3218,2,0
15774872,3219,3219,1,0
15611191,3220,3220,3,0
15674331,3221,3221,3,0
15619465,3222,3222,2,0
15575247,3223,3223,1,0
15695679,3224,3224,2,0
15713463,3225,3225,3,1
15785170,3226,3226,3,0
15796351,3227,3227,3,0
15639576,3228,3228,1,0
15693264,3229,3229,1,0
15589715,3230,3230,1,1
15769902,3231,3231,1,0
15587177,3232,3232,1,0
15814553,3233,3233,1,0
15601550,3234,3234,2,0
15664907,3235,3235,1,1
15612465,3236,3236,2,0
15810800,3237,3237,2,0
15665760,3238,3238,2,0
15588080,3239,3239,1,1
15776844,3240,3240,2,0
15717560,3241,3241,1,1
15629739,3242,3242,3,0
15729908,3243,3243,1,0
15716781,3244,3244,1,0
15646936,3245,3245,3,0
15768151,3246,3246,3,1
15579212,3247,3247,1,1
15721835,3248,3248,2,0
15800515,3249,3249,1,0
15591279,3250,3250,1,0
15587419,3251,3251,1,1
15750335,3252,3252,3,1
15699619,3253,3253,1,0
15606472,3254,3254,1,0
15778368,3255,3255,3,1
15671387,3256,3256,1,0
15573926,3257,3257,2,0
15709183,3258,3258,1,0
15577514,3259,3259,3,0
15778830,3260,3260,1,0
15768072,3261,3261,2,1
15768293,3262,3262,1,0
15654456,3263,3263,3,1
15807525,3264,3264,1,1
15574372,3265,3265,1,0
15671249,3266,3266,1,0
15779744,3267,3267,2,0
15624755,3268,3268,3,0
15611430,3269,3269,1,1
15774744,3270,3270,3,0
15629885,3271,3271,1,0
15708791,3272,3272,2,0
15793890,3273,3273,1,1
15646091,3274,3274,2,1
15596984,3275,3275,1,1
15800215,3276,3276,1,0
15577806,3277,3277,3,0
15749381,3278,3278,1,0
15683758,3279,3279,1,0
15670615,3280,3280,2,0
15715622,3281,3281,1,1
15707634,3282,3282,1,0
15806901,3283,3283,1,0
15775335,3284,3284,3,0
15724150,3285,3285,1,0
15627220,3286,3286,3,1
15672330,3287,3287,1,0
15668521,3288,3288,1,0
15807837,3289,3289,1,0
15592570,3290,3290,2,0
15748589,3291,3291,1,0
15635893,3292,3292,1,0
15757632,3293,3293,1,0
15691863,3294,3294,1,0
15706071,3295,3295,3,1
15654296,3296,3296,2,0
15755018,3297,3297,3,0
15594041,3298,3298,2,0
15670587,3299,3299,3,0
15724527,3300,3300,1,0
15801904,3301,3301,3,1
15658195,3302,3302,1,0
15630113,3303,3303,2,0
15784320,3304,3304,1,1
15676513,3305,3305,3,0
15574072,3306,3306,1,0
15633854,3307,3307,1,0
15618566,3308,3308,1,0
15733014,3309,3309,1,0
15753343,3310,3310,1,0
15746076,3311,3311,2,0
15608226,3312,3312,2,0
15605684,3313,3313,1,0
15638988,3314,3314,1,0
15628767,3315,3315,2,1
15737977,3316,3316,1,0
15758116,3317,3317,1,1
15575119,3318,3318,1,1
15625126,3319,3319,1,0
15567114,3320,3320,1,0
15672242,3321,3321,1,0
15681327,3322,3322,1,0
15802585,3323,3323,1,0
15740630,3324,3324,2,0
15815420,3325,3325,2,0
15711468,3326,3326,1,0
15799626,3327,3327,3,1
15659325,3328,3328,2,0
15651352,3329,3329,1,1
15684925,3330,3330,1,0
15657439,3331,3331,1,0
15574122,3332,3332,1,0
15720508,3333,3333,1,0
15599078,3334,3334,3,0
15702300,3335,3335,1,0
15660735,3336,3336,2,0
15671390,3337,3337,2,0
15647385,3338,3338,2,1
15739223,3339,3339,2,0
15631305,3340,3340,2,1
15809263,3341,3341,3,0
15640866,3342,3342,1,0
15775663,3343,3343,3,0
15631800,3344,3344,1,0
15654292,3345,3345,3,0
15648320,3346,3346,1,0
15726747,3347,3347,1,0
15694510,3348,3348,1,0
15572291,3349,3349,1,0
15603465,3350,3350,3,1
15685628,3351,3351,2,0
15792729,3352,3352,3,0
15767414,3353,3353,1,0
15568044,3354,3354,1,0
15751333,3355,3355,1,0
15623062,3356,3356,3,0
15713621,3357,3357,3,0
15670668,3358,3358,3,0
15750638,3359,3359,3,1
15747878,3360,3360,2,0
15726796,3361,3361,1,0
15754952,3362,3362,3,0
15652192,3363,3363,1,0
15681924,3364,3364,3,0
15763544,3365,3365,1,0
15764431,3366,3366,2,1
15684010,3367,3367,3,0
15648881,3368,3368,3,1
15733303,3369,3369,1,0
