Tenure,Active_Member,Products_Number,Balance,Complain
2,0,2,123403.85,0
7,0,2,0.0,0
3,0,1,106511.85,0
2,0,2,0.0,0
1,0,1,135549.9,1
7,0,2,110555.37,0
4,0,2,0.0,0
0,1,1,185891.54,1
1,1,1,130854.59,1
3,0,2,92578.14,0
8,0,1,132312.06,1
8,0,1,144976.5,1
5,1,1,87070.23,0
8,1,2,0.0,0
1,0,3,115414.19,1
7,1,1,91070.43,0
2,0,2,117412.19,0
4,0,2,90018.45,0
4,0,2,0.0,0
1,0,2,112414.81,1
1,1,1,158456.76,1
7,0,1,0.0,1
1,1,1,149641.53,0
8,0,1,122528.18,0
3,1,2,143734.01,0
2,0,1,155663.31,0
7,1,1,0.0,1
1,1,1,101736.66,0
9,0,1,125822.21,0
0,1,2,0.0,0
4,1,2,0.0,0
2,1,1,0.0,0
6,0,2,157791.07,0
5,1,2,0.0,0
4,0,2,0.0,0
9,0,2,181627.14,0
1,1,1,109679.72,0
5,0,1,96652.86,1
5,1,2,190008.32,0
9,0,2,0.0,0
9,1,2,0.0,0
4,1,1,148962.76,1
8,0,1,0.0,0
3,0,2,131344.52,0
5,0,3,101713.84,0
3,1,1,0.0,0
4,0,2,0.0,0
6,0,1,137963.07,0
4,1,1,129938.07,0
2,1,1,151421.44,0
7,0,1,135643.0,1
2,1,2,122773.5,0
3,0,1,152303.8,0
3,1,2,0.0,0
1,1,1,79415.67,0
9,0,2,125801.03,1
10,0,2,0.0,0
8,0,1,0.0,1
6,0,1,104817.41,1
9,0,1,0.0,0
5,1,2,67495.04,0
0,1,1,164850.54,0
5,0,2,154776.42,0
1,0,2,143124.63,0
10,1,1,0.0,0
2,0,2,0.0,0
8,1,1,102133.38,0
6,0,1,79932.41,0
0,0,1,120711.73,1
3,1,2,122717.53,0
3,0,2,92363.3,0
5,0,1,203715.15,1
5,0,2,0.0,0
9,0,2,0.0,0
1,0,2,0.0,0
4,1,1,0.0,1
1,0,2,93460.47,0
6,1,2,0.0,0
7,1,1,40224.7,0
5,1,1,168069.73,1
1,1,2,0.0,0
7,0,1,130538.77,0
3,1,1,132623.6,0
3,1,2,103465.02,0
9,1,1,126547.8,1
2,0,2,128262.72,0
5,1,1,169742.64,1
1,1,2,0.0,0
3,1,1,150795.81,0
4,0,2,129855.72,1
6,0,3,146098.43,1
7,0,2,0.0,0
2,1,1,0.0,0
4,0,1,65643.3,0
6,0,2,0.0,0
9,0,1,104584.16,0
7,1,1,0.0,0
6,0,2,99785.28,0
2,0,1,127655.22,1
5,0,1,0.0,0
2,1,1,101257.16,0
7,1,2,0.0,0
10,1,1,121313.88,0
5,0,2,0.0,0
4,1,1,81523.38,0
6,1,1,128252.66,0
7,0,2,0.0,0
7,0,3,0.0,1
5,1,2,0.0,0
6,0,2,0.0,1
4,1,2,0.0,0
6,0,1,0.0,1
8,0,1,0.0,1
5,1,1,0.0,0
3,1,2,145541.56,0
5,0,1,0.0,1
5,1,2,124601.58,1
7,1,2,115182.84,0
2,0,2,163789.49,0
1,0,1,65733.41,0
1,1,2,0.0,0
8,0,1,128486.11,0
6,1,1,109663.47,0
6,0,2,88324.31,0
7,0,2,146445.24,0
3,0,2,0.0,0
6,1,2,0.0,0
2,1,2,109949.05,0
4,0,1,78653.05,0
9,0,1,107850.82,1
4,0,2,83765.35,0
7,1,1,143773.07,0
6,1,1,116227.27,0
0,1,1,103471.52,0
5,0,2,0.0,0
3,1,2,137492.35,0
7,0,2,0.0,0
9,1,1,129829.59,0
1,1,2,146329.57,0
4,1,1,114027.7,0
6,1,1,146580.69,0
0,0,2,132122.42,0
10,0,1,81553.93,1
7,1,2,0.0,0
6,0,2,0.0,0
3,1,2,0.0,0
4,1,2,0.0,0
5,1,1,175214.71,0
10,0,1,125534.51,1
4,1,1,97705.99,0
4,0,2,126817.65,0
1,0,4,46870.43,1
3,1,2,0.0,0
9,0,1,120094.93,0
3,1,2,0.0,0
3,0,2,0.0,0
1,1,2,104356.94,0
5,0,1,147004.34,1
6,0,2,73023.17,0
1,1,1,173432.55,0
7,0,1,165679.92,0
9,1,1,104678.62,0
8,0,3,116973.26,1
3,0,1,0.0,0
2,1,1,126732.85,0
6,0,1,148481.09,0
4,1,2,137654.05,0
7,0,1,115315.04,0
2,1,1,99095.73,0
7,0,2,165610.41,0
5,0,2,0.0,1
6,0,1,161628.66,0
9,1,1,146605.27,0
5,0,1,113488.68,1
7,1,2,77002.2,0
7,1,2,0.0,0
6,1,2,0.0,0
4,1,2,0.0,0
8,0,1,182364.53,1
8,1,2,0.0,0
7,1,1,149364.58,0
7,1,1,127450.14,0
5,1,1,162278.32,0
5,0,2,152212.88,0
9,0,1,161993.89,0
7,0,1,131468.44,0
10,0,1,102980.44,1
9,0,1,143321.97,0
2,0,1,130404.92,0
7,1,2,0.0,0
2,1,2,87505.47,0
0,1,1,133634.02,0
3,0,1,151233.62,0
2,1,1,70263.83,0
5,1,2,0.0,0
10,0,1,57657.49,0
8,1,2,153572.31,0
1,0,1,134752.08,0
3,1,1,83132.09,0
2,0,2,0.0,0
9,0,2,134096.53,1
0,0,2,118100.59,0
10,0,1,76915.4,1
3,1,1,81576.75,1
2,0,2,0.0,0
10,1,2,118327.17,0
8,0,2,124857.69,0
2,1,1,90971.85,0
7,1,1,153147.75,0
8,1,1,65942.26,1
3,1,2,0.0,0
2,0,1,0.0,1
5,0,1,100912.19,0
4,1,2,0.0,0
3,0,1,0.0,1
5,1,3,0.0,1
2,1,2,124439.49,0
7,1,2,0.0,0
6,0,2,0.0,0
2,0,1,58781.76,0
7,0,2,159453.64,1
2,1,1,142721.52,0
8,1,1,167795.6,0
3,0,2,128345.69,0
3,1,1,165260.98,0
3,1,1,118233.81,1
6,0,1,0.0,1
8,0,2,0.0,0
7,1,2,143452.74,0
3,1,2,145018.49,0
8,0,1,82407.51,0
1,1,2,79460.98,0
9,0,1,0.0,1
5,0,1,126473.99,0
10,0,2,133537.1,0
5,1,1,164978.01,0
7,1,1,128029.72,0
2,1,1,97403.18,1
7,0,3,176845.41,1
4,1,1,0.0,0
3,0,1,81589.04,0
6,0,2,119507.58,1
6,0,2,0.0,0
5,1,1,94443.77,0
2,1,2,0.0,0
7,1,1,92199.84,0
3,0,1,0.0,0
3,1,1,135756.96,0
9,0,1,120633.42,1
5,1,1,134542.73,1
7,0,2,0.0,0
7,1,1,0.0,1
6,1,1,0.0,0
4,1,2,154344.49,0
3,1,2,0.0,0
9,1,2,189026.53,0
0,1,1,120764.08,0
3,1,2,97975.82,0
4,1,2,0.0,0
10,1,2,113270.2,0
4,1,2,0.0,0
3,1,2,124548.99,0
8,0,1,201696.07,1
7,0,2,0.0,0
7,1,1,114203.47,1
4,1,2,0.0,0
8,1,1,125437.64,1
7,0,2,0.0,0
8,0,1,64897.75,0
8,1,2,0.0,0
9,0,1,135555.66,1
3,0,1,107764.75,0
6,1,2,117307.44,0
8,1,3,73700.12,1
6,1,1,60603.4,0
4,1,2,40169.88,0
10,1,1,92041.87,0
3,0,1,130483.95,0
5,0,3,0.0,1
3,0,2,0.0,0
10,1,1,151097.28,0
8,0,1,67563.31,1
8,1,1,112808.18,0
7,1,2,0.0,0
4,1,1,86459.8,0
0,1,1,118633.08,1
2,0,1,159441.27,1
9,0,2,0.0,0
4,1,2,125212.65,1
8,0,2,88656.37,0
2,0,1,146033.62,0
9,1,1,120268.13,0
7,0,2,0.0,0
0,0,1,0.0,1
4,1,2,135070.58,1
3,0,2,0.0,1
5,0,2,0.0,0
9,1,2,122550.05,0
2,0,2,0.0,0
8,0,1,130306.49,0
6,1,1,0.0,0
4,0,1,90350.77,1
6,0,1,128747.69,1
2,1,1,126873.52,0
2,1,1,108424.19,0
9,0,2,0.0,0
5,0,1,84350.07,0
7,0,2,0.0,1
4,1,2,84958.6,0
4,1,1,99097.36,0
10,0,2,136622.55,0
5,1,1,156771.68,0
7,1,2,167658.33,0
8,0,2,0.0,0
2,1,2,109483.54,0
9,0,1,134504.78,0
2,1,1,114427.86,0
5,1,1,83888.54,0
5,0,1,110029.77,0
9,1,1,127523.75,0
1,1,2,139762.13,0
8,0,1,91611.12,1
2,1,1,109471.79,0
4,0,1,150500.64,0
9,0,1,101609.77,1
5,1,1,0.0,0
8,1,1,78892.23,0
3,1,1,82344.84,0
2,0,1,0.0,0
4,1,1,0.0,0
1,1,2,127706.33,0
9,0,1,124349.34,0
8,0,2,0.0,0
1,1,2,119336.29,0
9,1,1,0.0,0
9,0,1,104217.3,1
7,1,1,0.0,0
10,0,1,144757.02,1
6,1,1,0.0,0
8,0,1,0.0,0
6,0,3,0.0,1
10,1,2,0.0,0
7,0,1,100169.51,0
2,1,1,145731.83,0
5,1,1,110802.03,1
4,0,1,120392.99,1
6,0,2,135067.52,0
3,0,1,136556.44,1
10,1,2,0.0,0
3,1,1,99587.43,1
7,1,1,0.0,0
7,1,1,70731.07,1
2,1,2,109342.82,0
8,0,2,0.0,0
4,1,2,0.0,0
2,1,2,78247.31,0
10,0,1,117561.49,1
10,1,1,88980.32,0
4,0,2,0.0,0
1,0,1,103560.57,1
5,1,1,113308.84,0
6,1,2,0.0,0
3,0,1,63763.49,0
7,0,1,169988.35,0
0,0,2,180303.24,0
3,0,1,0.0,1
1,0,4,120656.86,1
1,1,2,61592.14,0
4,1,1,164701.68,0
1,1,1,80780.16,0
8,0,2,0.0,0
6,1,2,154221.37,0
8,0,1,0.0,0
5,1,2,101641.14,0
2,1,1,0.0,0
5,0,1,92786.66,1
8,1,2,131081.66,0
5,1,1,98014.74,0
8,0,2,0.0,0
8,1,1,97460.1,0
1,1,2,104077.19,0
1,1,2,0.0,0
10,0,2,0.0,1
4,1,1,0.0,0
4,1,1,93656.95,1
6,0,4,121345.88,1
8,1,1,141675.23,0
8,0,2,0.0,0
7,0,1,102365.49,1
9,0,1,0.0,1
3,0,1,0.0,0
6,1,2,0.0,0
7,1,1,101868.51,0
8,0,2,0.0,0
9,0,2,112392.45,0
7,1,2,106570.34,0
8,1,1,0.0,0
1,1,1,81947.76,1
7,1,2,144162.3,0
5,0,2,86350.87,0
5,0,1,158623.14,1
8,0,2,0.0,0
4,0,1,132403.56,1
10,0,2,0.0,0
3,0,1,134985.66,0
6,1,2,0.0,0
6,0,1,103772.45,0
2,1,1,133040.32,0
0,0,2,0.0,0
10,1,2,0.0,0
2,0,2,0.0,0
8,1,2,71460.67,0
6,1,1,133214.13,0
7,0,1,96558.66,0
6,1,2,93806.31,0
8,0,2,0.0,0
3,1,1,124043.8,1
5,1,1,131694.97,1
6,1,2,0.0,0
1,1,1,106266.8,0
8,1,2,0.0,0
6,1,2,0.0,0
4,1,1,139840.36,0
8,0,2,0.0,0
8,0,1,124098.54,0
5,1,1,145807.59,0
8,0,2,0.0,0
2,1,2,107508.93,0
6,1,2,0.0,0
1,1,1,145980.23,0
3,1,1,212778.2,0
4,1,1,152522.47,1
9,1,1,168964.77,0
8,0,2,0.0,0
8,1,1,0.0,0
4,1,1,98266.3,0
8,1,1,113000.92,0
1,1,2,137060.88,0
5,0,1,112146.12,0
4,1,1,129307.32,0
6,1,1,163975.09,0
7,1,2,0.0,0
6,1,1,158414.85,0
1,1,1,92072.68,0
2,1,2,88243.29,0
8,1,2,0.0,0
4,0,1,59486.31,1
2,1,2,0.0,0
7,1,2,0.0,0
1,1,1,0.0,0
8,1,2,119278.01,0
4,1,2,158741.43,0
7,1,1,140596.95,1
10,1,2,0.0,0
2,1,1,90432.92,1
1,1,2,104783.81,0
0,1,2,77992.97,0
10,0,1,110822.9,0
4,1,2,119624.6,0
6,1,2,109052.59,1
5,1,1,139129.44,0
8,0,2,152324.66,0
1,0,2,0.0,0
9,0,2,127480.58,0
6,0,1,115029.4,1
8,1,1,114005.78,0
1,0,1,116646.76,1
1,1,2,110864.38,1
5,0,1,156267.59,0
3,0,1,109528.28,1
6,1,1,102482.76,0
10,1,1,115563.71,0
2,0,2,0.0,0
9,1,2,95624.36,0
8,1,2,0.0,0
7,0,1,160376.61,0
8,1,1,37702.79,0
6,1,1,118273.83,0
7,1,2,131082.17,0
1,1,2,94456.0,0
8,0,2,0.0,1
3,1,2,0.0,0
6,1,1,93791.38,0
4,0,2,0.0,0
7,1,2,0.0,0
7,1,1,155973.13,0
7,1,1,89409.95,0
5,0,2,97854.37,0
6,1,2,0.0,0
3,0,1,60280.62,0
7,1,1,135216.8,0
6,1,2,124923.35,0
4,0,2,0.0,0
7,0,1,188614.07,0
5,1,1,62321.62,0
8,0,1,120782.7,1
1,1,2,115961.58,0
2,0,1,115062.61,0
8,0,2,160602.25,0
4,0,3,108825.34,1
8,1,1,166287.85,0
1,1,1,152663.77,0
9,1,2,80844.69,0
2,0,2,97001.36,0
4,1,2,0.0,0
2,0,2,122524.61,0
8,0,1,132292.63,0
0,1,2,0.0,0
9,0,1,91502.99,1
3,0,1,0.0,1
3,1,2,59385.98,0
9,1,3,0.0,0
6,1,1,97956.5,0
4,1,2,0.0,0
4,1,2,0.0,0
8,0,2,141223.68,0
10,1,1,151762.74,0
1,1,2,141749.74,0
5,1,1,75075.14,1
4,0,2,165686.11,0
2,0,1,0.0,0
10,0,2,0.0,0
3,0,2,0.0,0
0,1,2,0.0,1
5,0,1,92961.61,0
9,1,2,0.0,0
5,1,1,130812.91,1
8,1,1,107174.58,1
1,1,1,152677.48,1
3,0,1,132005.77,0
7,0,1,0.0,0
5,1,2,0.0,0
7,1,1,127305.5,0
6,0,2,0.0,0
0,0,2,0.0,0
9,0,1,0.0,0
8,1,2,170291.22,0
5,0,1,102562.23,0
2,0,2,111061.01,0
3,1,1,0.0,0
4,0,1,124379.14,0
7,1,1,0.0,0
3,0,1,57745.76,0
5,0,1,129293.74,1
7,1,2,0.0,0
8,0,1,150777.1,0
4,0,2,0.0,0
6,0,2,0.0,0
9,1,1,108632.48,1
5,1,1,153861.1,0
1,0,1,100374.58,1
8,0,2,0.0,0
9,0,1,61196.54,0
6,0,1,116891.72,0
6,0,3,133656.91,1
2,1,1,92911.52,0
9,1,2,119825.75,0
7,0,2,111852.84,0
0,1,2,106683.52,0
7,1,1,139022.24,0
4,0,1,148571.07,1
4,1,1,0.0,0
1,1,2,129776.72,0
5,0,1,0.0,1
8,1,2,0.0,0
10,0,1,0.0,0
7,1,2,0.0,0
3,0,1,114739.92,1
2,1,2,122545.65,0
6,0,2,0.0,0
1,1,1,131908.35,0
7,1,1,105722.69,1
10,0,2,0.0,0
8,0,3,0.0,1
8,0,2,0.0,0
4,0,1,82767.42,0
1,0,1,87842.98,0
6,1,1,133261.13,0
3,1,2,0.0,0
0,0,1,97925.11,0
5,1,1,0.0,0
7,0,1,140453.91,0
0,0,1,117356.19,1
5,1,2,0.0,0
4,1,1,137204.77,0
1,1,2,0.0,0
8,0,1,0.0,1
3,1,2,54098.18,0
8,1,1,0.0,0
7,0,2,113758.48,0
8,1,1,0.0,0
9,1,1,118636.92,0
7,0,2,0.0,0
8,0,2,95488.82,0
8,0,2,110829.52,0
7,0,2,144244.59,0
8,0,2,122021.92,0
8,0,2,0.0,0
9,1,4,0.0,1
5,0,2,0.0,0
1,0,1,85839.62,0
4,1,1,96974.97,0
4,1,1,148172.44,0
0,0,1,0.0,0
5,0,2,0.0,0
2,0,1,0.0,0
2,1,2,0.0,0
8,0,1,134766.85,0
5,1,2,123210.56,0
1,1,1,139887.01,0
9,0,1,149961.11,0
6,0,1,152880.97,0
9,1,2,108589.47,0
9,1,1,0.0,0
3,0,1,56674.48,1
8,0,1,0.0,0
1,1,2,0.0,0
3,1,2,105663.56,0
7,0,2,0.0,0
5,1,1,100683.54,0
6,0,2,0.0,0
5,0,2,139541.58,0
2,1,2,121801.72,0
5,1,1,112281.7,0
4,1,2,0.0,0
5,0,2,93499.82,0
0,1,2,132255.99,0
7,0,2,0.0,0
4,0,2,0.0,0
5,0,1,121973.28,0
7,1,2,99462.8,0
3,1,2,165878.76,0
8,0,1,117494.27,0
0,0,1,138577.34,0
9,1,1,0.0,0
8,0,1,107525.07,0
7,0,2,139224.92,0
7,0,1,121453.63,0
4,1,2,0.0,0
1,0,1,77354.37,1
6,1,1,0.0,0
7,1,1,79259.99,0
2,0,1,116295.29,0
1,1,1,0.0,1
9,0,1,74309.81,0
2,0,1,152797.9,1
9,0,2,133701.07,1
7,1,2,114430.18,0
7,0,1,127504.57,0
2,0,1,84113.41,0
10,0,2,101126.66,0
5,0,2,103564.83,0
7,1,1,0.0,1
2,1,2,168178.21,0
1,1,1,143903.11,1
5,0,1,129753.69,0
9,0,2,0.0,0
5,1,1,110641.18,1
4,0,2,166909.2,1
1,1,1,154139.45,0
7,0,1,97459.06,0
1,1,2,0.0,0
6,1,2,112088.04,0
3,1,2,0.0,0
7,1,2,0.0,0
1,0,2,141038.57,0
2,1,2,84468.67,0
4,0,1,118520.26,1
1,1,1,142663.46,0
4,1,2,118627.16,0
1,0,1,137523.02,0
7,0,2,110976.23,0
8,0,1,107283.4,0
5,0,2,0.0,0
4,0,1,124314.45,0
5,1,1,95858.37,0
2,0,2,0.0,0
8,0,2,0.0,0
0,0,1,0.0,0
6,0,2,117707.18,1
1,1,2,135289.33,0
8,1,1,174060.46,0
3,1,2,114446.84,0
2,0,2,0.0,1
1,0,1,157848.53,1
8,1,1,0.0,0
6,1,2,0.0,0
3,1,2,108071.36,0
8,0,2,14262.8,0
7,1,1,102749.72,0
1,1,2,161757.87,0
1,0,2,0.0,0
5,1,1,95698.79,0
9,0,1,124969.13,0
4,0,1,93960.35,1
4,0,3,88308.87,1
10,1,2,0.0,0
3,1,2,0.0,0
7,1,1,112935.87,0
8,0,1,98567.1,0
1,0,1,180530.51,0
5,1,1,140931.57,0
7,0,2,148913.72,0
7,0,2,0.0,0
2,1,1,0.0,1
5,0,2,0.0,0
6,1,2,115335.32,0
0,1,2,0.0,0
0,1,2,0.0,0
7,0,1,134678.13,0
9,0,2,0.0,0
2,1,2,90547.48,0
9,1,1,103324.78,0
3,0,1,114590.58,0
3,0,1,91286.51,0
5,1,2,163340.12,0
8,1,2,150900.29,0
9,1,1,124577.33,0
1,0,2,0.0,0
4,1,1,91292.7,0
8,1,1,93716.72,1
4,1,1,111723.08,0
4,0,1,110765.68,1
9,1,2,173459.45,0
7,1,2,169649.73,1
9,0,2,0.0,0
8,0,1,116917.07,1
5,1,2,0.0,0
7,1,2,0.0,0
0,0,1,0.0,0
8,0,1,130627.66,1
5,1,2,56580.95,0
6,1,1,142316.14,0
6,1,2,0.0,0
7,0,2,152759.0,1
0,0,2,109733.2,1
9,1,1,117444.51,0
5,1,1,76001.57,0
3,0,1,107747.57,0
8,1,2,0.0,0
1,0,2,134997.49,0
2,1,2,0.0,0
9,1,1,0.0,1
7,0,1,0.0,0
0,1,1,64345.21,1
8,1,1,141665.63,0
8,0,2,0.0,0
5,1,2,136624.6,0
4,1,1,161209.66,0
10,1,1,95010.92,0
4,0,1,167545.32,0
4,0,1,109044.6,1
9,1,1,122031.55,1
2,0,1,27755.97,1
1,1,1,118560.55,0
4,1,2,0.0,0
9,1,2,0.0,0
8,1,1,97840.72,0
2,1,2,158651.29,0
9,0,1,175303.06,1
8,0,1,96950.21,0
7,1,1,123859.6,0
7,1,2,0.0,0
9,1,1,0.0,0
3,1,1,85227.84,0
8,1,2,97786.08,0
7,0,1,128135.99,0
6,0,2,0.0,0
2,0,1,85996.19,0
10,1,2,0.0,0
1,0,1,104502.11,0
5,1,1,95772.97,0
5,1,1,98108.79,0
9,1,4,131607.28,1
9,0,2,63127.41,1
7,1,2,0.0,0
9,1,1,0.0,0
9,0,2,140355.56,0
2,1,2,0.0,0
2,1,2,0.0,0
7,1,1,107418.27,0
6,0,2,0.0,0
6,1,2,0.0,0
7,1,1,167557.12,0
8,0,1,117300.02,0
7,1,2,0.0,0
9,1,1,143672.9,0
4,1,2,0.0,0
1,1,2,0.0,0
8,0,1,76798.92,0
3,1,2,0.0,0
7,0,1,115309.75,0
7,1,2,178171.04,0
3,1,2,0.0,0
0,0,2,0.0,0
5,1,1,127258.79,1
6,1,1,0.0,0
8,1,1,0.0,0
5,1,2,0.0,0
10,1,1,0.0,0
2,1,2,0.0,0
1,1,1,107569.96,0
9,1,1,134874.4,0
4,0,2,0.0,0
3,1,2,0.0,0
6,1,2,0.0,0
3,0,2,0.0,0
0,1,1,70105.87,0
9,0,2,0.0,0
4,0,1,78939.15,1
6,1,2,105128.85,0
2,1,1,113836.27,0
7,1,1,0.0,0
1,0,1,100900.5,1
3,0,2,129248.11,1
3,1,2,109118.05,0
7,1,1,0.0,1
7,1,2,0.0,0
5,0,1,126397.66,1
9,0,3,108546.16,1
2,0,1,148061.89,1
8,1,1,122277.87,0
3,0,2,0.0,0
1,1,2,0.0,0
8,0,2,152899.24,0
3,0,1,134388.11,1
3,0,1,109740.62,0
6,0,2,92366.72,0
4,0,1,129109.02,1
5,1,2,0.0,0
7,1,1,105102.5,0
5,0,2,111375.32,0
3,0,2,0.0,0
9,0,2,150412.14,0
3,0,2,156660.72,0
3,1,1,90957.81,0
7,1,1,104960.46,0
7,0,1,117052.82,1
3,0,1,88915.85,0
6,0,1,148071.39,0
6,0,1,152182.83,0
9,0,2,0.0,0
5,0,1,130056.23,1
3,1,2,95039.73,0
1,1,2,0.0,0
9,0,2,0.0,0
2,1,2,112773.73,0
10,0,1,123806.28,1
8,0,1,144453.75,1
9,1,2,94667.29,0
10,1,2,0.0,0
5,1,2,174397.21,0
3,1,3,108888.24,1
4,1,2,118803.35,1
6,1,1,171137.62,1
6,0,1,0.0,0
8,0,1,136678.52,0
1,0,1,135515.76,0
5,0,2,177799.83,0
8,0,3,143542.36,1
8,0,2,147487.23,0
5,0,1,97764.41,1
9,0,1,0.0,1
8,1,1,139480.18,0
5,1,2,0.0,0
9,0,1,140553.46,0
5,1,2,0.0,0
10,0,1,141162.08,0
4,0,2,65848.36,0
0,0,1,83319.28,0
4,0,2,0.0,0
4,0,2,129731.64,0
5,0,2,0.0,0
6,0,2,0.0,0
1,0,3,0.0,1
5,0,2,107106.33,0
8,1,2,0.0,0
9,1,2,0.0,0
1,1,1,105303.73,0
6,0,1,165798.1,0
4,0,2,0.0,0
1,1,2,126495.57,0
9,0,1,116393.59,1
2,0,2,81733.74,0
4,1,1,0.0,1
8,0,1,106171.68,1
0,1,1,96020.86,0
1,1,2,0.0,0
2,1,2,181671.16,0
6,1,2,185709.28,0
8,0,3,134250.17,1
7,0,1,0.0,1
5,1,2,95671.75,0
2,0,2,0.0,1
1,1,2,142151.75,0
5,1,1,127823.93,0
3,1,1,144164.29,0
1,1,1,63492.94,0
3,1,2,0.0,0
2,1,2,0.0,0
0,1,1,106134.46,0
8,1,1,127269.75,0
3,1,2,124493.03,1
7,0,2,0.0,0
10,1,1,146547.78,1
6,0,2,99610.92,0
5,0,1,117837.43,1
8,1,1,168522.37,0
9,1,2,117337.54,0
9,1,1,108131.53,0
4,0,2,136496.12,0
3,0,1,116324.53,0
2,1,1,75470.23,0
4,1,1,172646.82,0
4,0,1,0.0,0
3,0,2,160358.68,0
3,1,1,98415.37,0
6,0,1,57809.32,0
3,0,1,128743.8,0
4,0,2,130806.42,0
1,1,1,123971.16,0
6,0,1,0.0,1
9,0,2,0.0,0
9,1,2,0.0,0
7,0,1,0.0,1
9,0,2,0.0,0
4,1,2,156297.58,0
2,1,2,0.0,0
3,1,1,123372.3,0
5,0,3,92171.35,1
8,0,2,0.0,0
4,1,2,148375.19,0
8,1,2,0.0,0
6,1,1,147422.44,0
7,0,1,173962.32,1
0,1,1,0.0,1
6,1,1,145215.43,0
5,1,1,167539.97,0
1,0,1,94968.97,0
3,0,2,106116.5,0
5,1,2,0.0,0
2,0,2,0.0,0
9,0,2,0.0,0
8,1,2,120018.86,0
2,0,2,112541.54,0
5,0,2,166118.45,0
1,1,2,102882.4,1
8,1,1,0.0,1
1,0,2,106881.5,0
4,1,1,120727.97,0
8,0,1,169832.57,1
5,1,2,0.0,0
9,0,1,113599.42,0
6,1,1,0.0,1
9,0,2,0.0,0
3,0,2,0.0,0
4,1,2,0.0,0
6,0,2,146282.79,0
6,0,2,119413.62,0
3,1,1,122084.63,0
1,0,1,103060.63,1
6,1,2,0.0,0
8,0,2,0.0,0
9,1,1,110483.86,0
9,1,1,120718.28,0
2,0,1,36566.96,1
8,1,1,108601.0,0
4,0,1,0.0,1
5,1,2,0.0,0
4,1,2,0.0,0
2,1,2,0.0,0
1,0,1,141136.62,1
9,1,1,108231.37,0
6,0,1,0.0,1
6,0,1,144855.34,0
2,1,2,68432.45,1
6,0,1,136855.24,0
3,0,1,44020.89,1
9,1,1,133060.63,0
7,1,2,0.0,0
1,1,1,0.0,0
5,0,1,97665.61,1
5,0,1,185013.02,0
0,1,2,0.0,0
7,0,2,65971.61,1
9,1,2,150463.11,0
1,0,2,0.0,0
9,0,2,0.0,0
5,0,1,136425.18,0
3,1,3,250898.09,1
4,1,1,146798.81,0
1,0,2,0.0,0
7,0,2,128486.91,0
9,1,2,0.0,0
1,1,2,143407.29,0
2,0,1,0.0,1
6,1,1,76165.65,0
4,0,2,0.0,0
8,1,2,0.0,0
6,1,2,90560.3,0
3,1,1,62391.22,0
5,0,3,0.0,0
7,1,2,0.0,0
1,0,1,123378.2,1
3,1,1,99836.47,0
5,1,2,161434.36,0
5,1,2,0.0,0
10,1,1,138311.76,1
7,0,2,0.0,0
4,0,2,0.0,0
6,0,1,101744.84,0
8,0,1,0.0,0
4,0,1,125456.07,1
7,0,2,0.0,0
2,1,2,0.0,0
7,0,2,0.0,1
5,0,2,0.0,0
4,1,1,118449.21,1
2,1,1,0.0,0
9,0,1,178095.55,0
2,0,2,109175.14,0
7,0,4,127785.17,1
6,1,2,0.0,0
9,1,2,0.0,0
9,0,2,134260.36,0
8,1,2,69143.91,0
4,0,1,100054.77,0
6,1,1,0.0,0
2,0,1,116248.88,0
6,1,2,86053.52,1
6,0,1,123157.95,0
1,0,1,63438.91,0
9,0,1,95295.39,1
4,1,1,133550.67,0
1,0,2,106871.81,0
3,1,2,105266.32,0
2,0,1,105229.53,1
8,0,1,102768.42,0
7,1,2,0.0,1
6,0,1,112689.95,0
9,1,2,122334.26,0
1,0,2,0.0,0
4,0,2,137847.41,0
5,1,1,122486.47,0
2,1,1,101286.11,0
7,1,2,0.0,0
4,0,1,101247.06,1
10,1,1,86977.96,0
7,0,1,0.0,1
9,1,1,110123.59,1
8,0,1,178111.82,1
10,0,3,126306.64,1
6,0,1,100768.77,0
5,0,2,0.0,0
3,1,2,0.0,0
7,1,1,118991.79,0
3,1,1,140997.26,0
5,1,2,0.0,0
6,0,1,166824.59,0
2,0,1,76322.69,0
6,1,2,0.0,0
8,1,1,149083.7,0
7,1,2,0.0,0
9,1,1,0.0,0
1,1,2,126588.81,0
2,0,1,143249.67,1
8,1,2,81844.91,0
4,1,1,0.0,0
9,1,2,190298.89,0
2,1,1,117212.18,0
0,1,2,0.0,0
4,0,1,139848.17,0
9,0,2,101861.36,0
2,1,2,167455.66,0
4,1,2,0.0,0
1,0,1,116360.07,0
3,0,1,88466.82,0
7,1,2,0.0,0
5,1,1,123642.36,1
9,1,1,0.0,0
9,1,2,72286.84,0
1,0,2,0.0,0
1,1,1,109681.61,0
9,0,2,145018.64,1
8,1,1,0.0,0
8,1,1,187487.63,0
2,1,1,165692.91,0
5,0,1,137648.41,1
6,0,1,118560.0,1
8,0,1,164385.53,0
9,1,1,108286.5,0
2,1,2,0.0,0
9,0,2,0.0,1
2,1,4,118079.47,1
2,1,1,127283.78,0
8,0,2,0.0,0
6,0,1,141389.06,0
8,1,1,130091.5,0
4,0,2,143744.77,0
9,1,1,97408.03,0
9,1,1,111927.45,0
3,0,2,0.0,0
2,0,1,0.0,0
1,1,1,0.0,0
