Bank_Profile_Key,Tenure,Active_Member,Products_Number,Balance,Complain
2303,4,1,2,0.0,0
2304,0,1,1,124693.48,0
2305,7,1,1,147936.42,0
2306,0,0,1,0.0,0
2307,2,0,1,126558.92,0
2308,6,1,2,106938.11,0
2309,4,0,1,140002.35,0
2310,9,1,1,123444.72,1
2311,6,1,1,147107.91,0
2312,9,0,1,128514.84,0
2313,5,0,1,0.0,1
2314,9,0,2,106756.01,0
2315,3,0,2,0.0,0
2316,6,0,2,0.0,0
2317,5,1,1,155393.32,1
2318,2,1,1,110414.48,0
2319,2,1,2,0.0,0
2320,9,1,1,157098.52,0
2321,5,1,1,85626.6,0
2322,6,1,2,93796.42,0
2323,1,0,2,0.0,0
2324,6,0,2,125268.03,0
2325,2,1,1,148143.84,0
2326,10,0,2,115545.33,0
2327,7,0,2,0.0,0
2328,5,1,1,44928.88,0
2329,2,1,2,0.0,0
2330,3,0,1,162442.35,0
2331,5,1,2,0.0,0
2332,0,0,2,96213.82,0
2333,6,0,1,156569.43,0
2334,8,0,2,0.0,0
2335,1,0,2,0.0,0
2336,6,1,2,110463.25,1
2337,7,0,1,154575.76,1
2338,9,0,2,0.0,0
2339,3,1,2,0.0,0
2340,5,0,1,147037.32,0
2341,0,0,1,119276.31,1
2342,7,0,2,108664.85,0
2343,5,0,1,0.0,0
2344,5,1,2,163034.82,0
2345,4,0,1,93059.34,1
2346,9,0,1,179581.31,0
2347,4,0,1,113625.93,1
2348,7,0,1,119961.48,1
2349,3,0,1,129209.48,0
2350,5,0,3,137227.04,1
2351,3,0,2,119024.75,1
2352,7,0,3,74623.5,1
2353,2,1,1,157929.45,1
2354,7,0,2,92606.86,0
2355,2,0,2,127862.93,0
2356,1,1,1,0.0,1
2357,4,0,1,142711.81,0
2358,4,0,2,0.0,0
2359,1,1,1,163159.85,0
2360,3,1,1,108586.86,0
2361,5,0,1,110624.99,0
2362,5,1,2,154846.24,0
2363,4,1,1,122917.71,1
2364,9,1,2,0.0,0
2365,2,0,2,82787.93,0
2366,5,0,1,102500.34,0
2367,9,0,2,0.0,0
2368,9,0,1,159492.79,1
2369,10,1,2,0.0,0
2370,7,0,1,118241.02,1
2371,2,0,1,113090.4,0
2372,9,1,1,65763.57,0
2373,1,0,1,125537.38,1
2374,3,0,2,94263.91,0
2375,4,0,2,133434.57,0
2376,6,1,1,0.0,0
2377,9,1,2,0.0,0
2378,9,1,2,94748.76,0
2379,4,1,1,98640.74,0
2380,9,0,2,74681.9,0
2381,4,0,2,0.0,0
2382,7,0,1,179915.85,1
2383,1,1,1,128207.23,0
2384,9,0,2,132739.26,0
2385,10,0,2,0.0,0
2386,4,0,1,120509.81,0
2387,4,0,2,124547.13,0
2388,4,1,2,0.0,0
2389,4,0,2,88815.56,1
2390,1,0,2,82231.51,0
2391,7,0,2,184715.86,0
2392,3,0,2,0.0,0
2393,4,1,1,0.0,0
2394,4,0,1,147972.19,1
2395,9,1,2,0.0,0
2396,8,0,1,170008.84,1
2397,3,1,2,0.0,0
2398,10,0,1,0.0,0
2399,8,1,1,95386.82,0
2400,7,0,2,90373.28,0
2401,4,1,2,133467.77,0
2402,3,1,2,0.0,0
2403,3,0,1,96288.26,0
2404,4,1,2,91547.84,0
2405,8,0,2,138292.64,1
2406,9,0,1,0.0,0
2407,8,1,1,71667.74,0
2408,0,0,1,118994.84,1
2409,7,1,2,0.0,0
2410,2,0,2,145610.07,0
2411,1,0,1,138162.81,0
2412,9,1,2,135020.21,0
2413,2,0,2,0.0,0
2414,8,1,1,135161.67,0
2415,9,0,1,0.0,1
2416,6,1,1,94486.47,0
2417,9,0,1,117640.39,0
2418,8,1,1,111379.55,0
2419,6,1,1,0.0,1
2420,0,1,1,136820.99,0
2421,7,0,1,98752.51,0
2422,2,1,3,158266.42,0
2423,4,1,1,105599.67,0
2424,10,0,2,0.0,0
2425,2,1,2,0.0,0
2426,4,1,1,139723.9,0
2427,3,0,1,141806.46,0
2428,5,1,1,132571.67,1
2429,2,0,1,180516.9,0
2430,8,1,2,0.0,0
2431,4,1,1,92805.72,1
2432,4,1,3,0.0,1
2433,3,0,1,135309.36,1
2434,6,1,1,128917.84,0
2435,2,0,1,56580.93,1
2436,8,0,2,131390.75,0
2437,4,0,2,0.0,0
2438,8,0,2,0.0,0
2439,1,1,1,97361.66,1
2440,6,0,1,0.0,1
2441,7,1,2,0.0,0
2442,10,1,2,0.0,0
2443,1,0,2,0.0,0
2444,0,1,2,0.0,0
2445,4,0,2,102714.65,0
2446,5,1,1,67816.72,0
2447,8,1,1,81710.46,0
2448,2,1,1,75237.54,0
2449,10,0,1,124023.18,0
2450,5,1,1,100727.5,1
2451,10,0,2,107238.85,0
2452,5,0,2,0.0,0
2453,0,0,1,139994.66,0
2454,9,1,1,126224.87,0
2455,1,0,1,145751.03,1
2456,5,1,1,0.0,1
2457,4,1,1,121166.89,0
2458,1,1,2,0.0,0
2459,10,1,2,0.0,0
2460,9,0,1,70655.48,1
2461,1,0,1,129901.21,1
2462,8,1,1,125470.81,0
2463,9,1,4,169406.33,1
2464,2,1,2,0.0,0
2465,4,1,1,107041.3,0
2466,10,1,1,95153.77,0
2467,3,0,2,145166.09,0
2468,4,0,2,0.0,0
2469,9,1,1,65962.63,0
2470,6,1,1,140418.81,1
2471,3,1,1,139799.63,0
2472,9,0,2,171787.84,0
2473,6,1,1,149238.97,0
2474,4,0,1,163146.46,1
2475,8,0,2,0.0,1
2476,10,0,2,0.0,0
2477,9,1,1,61482.47,0
2478,8,0,1,145150.28,1
2479,5,0,1,126670.37,0
2480,8,1,2,84390.8,0
2481,2,1,2,89728.86,0
2482,1,0,2,0.0,0
2483,4,0,1,118628.8,0
2484,3,0,2,0.0,0
2485,6,1,1,96863.13,0
2486,6,1,1,142263.45,0
2487,7,0,2,0.0,0
2488,3,0,1,0.0,0
2489,1,0,2,0.0,0
2490,6,1,1,122724.37,0
2491,4,0,1,174902.26,0
2492,4,1,2,0.0,0
2493,3,1,1,108914.17,1
2494,10,1,1,98052.66,0
2495,5,1,1,123873.19,0
2496,2,0,3,111920.13,1
2497,4,1,2,0.0,0
2498,3,1,2,0.0,0
2499,8,1,2,0.0,0
2500,8,1,4,75150.34,1
2501,10,0,2,0.0,0
2502,5,0,1,114753.76,0
2503,0,0,1,0.0,0
2504,6,0,1,111871.93,0
2505,0,0,2,0.0,0
2506,4,0,1,135927.06,0
2507,8,1,2,0.0,0
2508,1,0,2,0.0,0
2509,2,1,1,57037.74,0
2510,10,0,4,0.0,1
2511,2,1,1,79468.96,0
2512,7,0,1,121063.85,0
2513,1,1,1,118537.47,0
2514,10,0,2,0.0,0
2515,4,0,2,105082.07,0
2516,4,0,1,0.0,1
2517,6,1,2,0.0,0
2518,2,0,2,104702.65,0
2519,2,1,3,95813.76,1
2520,0,1,2,167026.61,0
2521,7,0,1,102453.26,1
2522,4,1,2,148045.45,0
2523,1,0,2,0.0,0
2524,1,0,2,0.0,0
2525,4,1,1,0.0,1
2526,10,1,1,104498.79,0
2527,6,0,2,0.0,0
2528,6,1,2,0.0,0
2529,8,1,2,149542.52,0
2530,10,1,1,87946.39,0
2531,3,0,1,68639.57,1
2532,4,1,1,148826.32,0
2533,2,1,2,0.0,0
2534,5,1,2,108166.09,0
2535,5,0,1,103214.71,0
2536,1,0,2,134760.21,1
2537,3,1,1,0.0,1
2538,0,0,1,90124.64,0
2539,6,1,2,0.0,0
2540,6,0,2,87361.02,1
2541,8,0,1,111257.59,1
2542,3,1,4,131583.59,1
2543,9,1,3,95020.8,1
2544,1,1,2,0.0,0
2545,5,0,2,80242.37,0
2546,0,1,1,0.0,0
2547,1,1,3,0.0,1
2548,0,1,1,122661.39,0
2549,4,1,2,0.0,1
2550,8,1,2,0.0,1
2551,0,0,2,0.0,0
2552,3,1,1,0.0,0
2553,7,0,2,81742.84,0
2554,8,1,1,0.0,1
2555,2,0,1,145127.85,0
2556,9,0,1,148912.44,0
2557,4,1,2,0.0,0
2558,4,0,2,89900.24,0
2559,8,1,2,119027.28,0
2560,2,0,2,105222.86,0
2561,6,0,1,0.0,1
2562,1,1,1,116114.93,0
2563,9,1,1,187911.55,0
2564,5,1,2,0.0,0
2565,6,1,1,144432.04,1
2566,4,1,2,77065.9,0
2567,6,1,1,180520.29,0
2568,1,0,2,0.0,0
2569,6,1,1,130024.87,1
2570,2,0,1,110086.69,0
2571,5,0,1,174853.46,0
2572,7,1,1,108724.98,0
2573,9,1,2,91285.13,0
2574,2,1,2,0.0,0
2575,9,1,2,110610.41,1
2576,5,0,1,102994.04,1
2577,4,0,2,59893.85,0
2578,8,0,1,149318.55,0
2579,1,1,1,116409.55,0
2580,0,0,1,127760.07,1
2581,6,1,1,132591.36,1
2582,0,0,2,0.0,0
2583,5,1,2,113402.14,0
2584,7,0,2,0.0,0
2585,0,0,1,0.0,0
2586,9,1,2,0.0,0
2587,6,1,1,136953.47,0
2588,8,1,2,0.0,0
2589,5,1,1,0.0,0
2590,8,0,1,123863.64,0
2591,7,1,1,120811.89,0
2592,2,1,1,148430.55,0
2593,6,1,2,47869.69,0
2594,7,0,2,150926.99,0
2595,6,0,1,103163.35,1
2596,10,0,1,130206.28,0
2597,4,0,2,136674.51,0
2598,2,1,1,200322.45,0
2599,1,1,2,0.0,0
2600,7,1,1,80927.56,0
2601,10,0,3,0.0,1
2602,9,1,2,0.0,0
2603,0,0,2,142574.71,0
2604,7,1,1,160426.07,0
2605,5,0,1,116160.23,0
2606,5,0,2,98683.47,0
2607,3,1,2,118829.03,0
2608,1,0,1,118870.92,0
2609,1,1,1,0.0,0
2610,2,1,1,0.0,0
2611,4,1,1,107192.38,0
2612,3,1,1,108010.78,0
2613,3,0,2,0.0,0
2614,7,1,2,129837.72,0
2615,3,0,4,106458.31,1
2616,9,1,1,97009.15,0
2617,9,0,2,122929.42,0
2618,6,1,4,152296.83,1
2619,1,0,2,0.0,0
2620,8,0,1,0.0,1
2621,6,0,2,128993.76,0
2622,5,0,1,0.0,0
2623,0,1,2,185267.45,0
2624,9,0,2,0.0,0
2625,3,0,1,116805.82,0
2626,5,0,1,129750.68,0
2627,2,1,2,129177.01,0
2628,6,0,2,82506.72,0
2629,2,1,1,107247.69,1
2630,3,0,1,0.0,1
2631,3,0,2,157780.93,0
2632,1,1,1,172170.36,0
2633,2,1,2,0.0,0
2634,1,1,1,0.0,0
2635,9,0,1,75361.44,1
2636,4,1,2,0.0,0
2637,2,1,2,0.0,0
2638,0,0,2,98263.46,0
2639,9,1,2,0.0,0
2640,3,0,2,109308.79,1
2641,8,0,2,0.0,0
2642,6,1,1,164365.44,0
2643,5,0,1,98800.0,0
2644,4,1,1,193125.85,0
2645,5,1,1,51522.75,0
2646,5,1,2,84284.48,0
2647,5,0,2,0.0,0
2648,9,0,1,119889.84,1
2649,4,1,1,137910.45,0
2650,6,0,2,0.0,0
2651,5,0,1,100116.82,0
2652,4,1,2,166082.15,0
2653,0,0,2,0.0,0
2654,3,0,1,0.0,0
2655,3,0,1,148595.55,1
2656,2,0,2,94078.97,0
2657,5,1,2,0.0,0
2658,9,1,1,0.0,0
2659,2,0,3,164948.98,1
2660,4,0,1,140549.4,1
2661,2,1,1,152509.25,0
2662,2,0,1,191864.51,1
2663,8,0,1,96418.09,1
2664,2,1,1,131945.94,0
2665,3,1,2,0.0,0
2666,9,0,1,142910.15,1
2667,7,1,2,0.0,0
2668,3,1,1,146311.58,0
2669,2,0,1,87894.26,1
2670,5,0,2,97445.49,0
2671,9,1,1,0.0,1
2672,7,1,2,0.0,0
2673,2,0,2,154485.74,0
2674,2,0,1,115625.07,0
2675,7,0,1,108396.67,0
2676,5,1,2,65095.41,0
2677,1,0,1,103018.45,1
2678,10,1,1,84764.79,0
2679,10,0,2,0.0,0
2680,4,1,1,115680.81,0
2681,5,0,2,0.0,0
2682,5,0,2,73088.06,0
2683,3,0,2,150905.03,0
2684,9,1,1,143054.85,0
2685,7,0,2,0.0,0
2686,6,1,2,0.0,0
2687,0,1,1,99948.45,0
2688,3,0,2,115451.05,0
2689,4,1,1,108235.91,0
2690,8,1,1,0.0,1
2691,2,0,2,98795.61,0
2692,1,0,2,0.0,0
2693,8,0,2,0.0,0
2694,2,1,2,0.0,0
2695,3,1,2,113146.98,0
2696,8,0,3,162532.14,1
2697,0,1,1,92053.44,0
2698,7,1,2,0.0,0
2699,5,0,3,0.0,1
2700,8,1,1,104944.1,0
2701,4,0,2,0.0,0
2702,2,0,2,0.0,0
2703,4,1,1,107879.04,0
2704,7,0,1,110356.42,1
2705,2,0,2,0.0,0
2706,4,0,2,109783.69,0
2707,9,1,1,149777.0,0
2708,3,0,1,104339.56,0
2709,1,1,1,85818.18,0
2710,4,0,1,212692.97,0
2711,1,1,2,89696.84,0
2712,9,1,2,0.0,0
2713,9,0,1,68067.24,0
2714,9,1,1,148564.66,0
2715,8,1,1,136354.16,0
2716,1,1,1,122214.0,0
2717,3,1,2,0.0,0
2718,6,1,2,119684.88,0
2719,3,1,1,135139.33,0
2720,9,0,1,146100.75,1
2721,8,1,3,123110.9,1
2722,3,1,3,111760.4,1
2723,9,1,1,110728.39,0
2724,8,1,1,121558.46,0
2725,8,0,1,120623.21,0
2726,4,1,1,114713.57,0
2727,3,0,1,103457.76,0
2728,2,1,2,101134.87,0
2729,10,1,2,78136.36,0
2730,1,0,2,0.0,0
2731,3,0,1,133446.34,0
2732,7,1,2,0.0,0
2733,1,0,1,108076.33,1
2734,5,0,1,131354.25,0
2735,7,1,2,62974.64,0
2736,2,0,1,143340.44,0
2737,8,0,2,116993.43,0
2738,4,1,2,58662.92,0
2739,3,0,3,128808.65,1
2740,7,0,1,137555.44,0
2741,4,1,1,142393.11,0
2742,8,0,2,0.0,0
2743,2,1,1,125785.23,0
2744,4,0,1,136444.25,1
2745,7,0,1,121527.4,0
2746,9,1,1,144696.75,0
2747,8,1,2,0.0,0
2748,10,1,2,0.0,0
2749,8,0,1,128140.17,1
2750,6,1,1,120383.41,0
2751,9,1,3,0.0,1
2752,8,1,2,129735.3,0
2753,8,0,1,185078.26,1
2754,6,0,2,0.0,0
2755,0,1,1,0.0,0
2756,7,1,2,0.0,0
2757,1,1,1,144591.96,0
2758,4,0,2,0.0,1
2759,6,0,2,0.0,0
2760,7,0,1,0.0,0
2761,2,1,1,100194.44,0
2762,6,1,2,145295.31,0
2763,3,1,2,106070.29,0
2764,6,1,1,120621.89,0
2765,7,1,2,0.0,0
2766,9,1,2,0.0,0
2767,1,1,1,0.0,0
2768,10,1,1,171283.91,0
2769,4,1,2,0.0,0
2770,1,0,1,128218.47,1
2771,5,1,2,0.0,0
2772,7,0,1,77776.39,0
2773,6,1,2,124978.19,0
2774,1,0,2,0.0,0
2775,1,1,1,0.0,0
2776,3,1,2,109799.55,1
2777,7,0,2,0.0,0
2778,8,0,1,125397.21,1
2779,10,1,2,0.0,0
2780,9,1,2,111347.37,0
2781,8,1,2,104291.41,0
2782,9,1,2,94867.18,1
2783,8,0,2,0.0,0
2784,6,0,2,135703.59,0
2785,5,1,2,106453.53,0
2786,7,0,1,132412.38,1
2787,9,0,1,124401.6,1
2788,6,0,3,118022.06,1
2789,1,0,1,82531.11,0
2790,0,0,1,184552.12,1
2791,4,1,1,127278.31,0
2792,3,1,1,0.0,0
2793,2,1,2,0.0,0
2794,5,0,1,184244.86,0
2795,8,0,1,59669.43,1
2796,7,1,1,79543.59,0
2797,6,1,1,151553.19,0
2798,2,1,2,166527.88,0
2799,6,0,1,150329.15,0
2800,8,0,1,121911.59,0
2801,9,0,2,156773.78,0
2802,8,1,1,127864.26,0
2803,4,1,1,113709.28,1
2804,7,1,1,79974.55,0
2805,2,1,2,0.0,0
2806,5,0,1,0.0,1
2807,0,0,1,0.0,1
2808,3,0,2,144427.96,0
2809,7,1,1,99263.09,0
2810,2,1,2,79368.87,0
2811,10,1,2,0.0,0
2812,9,1,2,0.0,0
2813,2,1,3,0.0,0
2814,7,0,1,125095.94,1
2815,2,0,2,162485.8,0
2816,1,0,2,95668.82,0
2817,4,0,2,0.0,0
2818,8,1,2,0.0,0
2819,4,0,1,0.0,0
2820,5,0,2,74197.38,0
2821,1,1,1,89688.94,0
2822,10,1,2,103121.33,0
2823,3,0,1,0.0,0
2824,5,1,1,120170.07,0
2825,9,1,2,149136.31,0
2826,1,1,1,141136.79,0
2827,4,0,1,152341.55,0
2828,7,1,2,120026.98,0
2829,9,0,1,132168.28,0
2830,6,1,2,85200.82,0
2831,1,1,2,84903.33,0
2832,0,0,2,0.0,0
2833,4,1,1,0.0,0
2834,8,0,1,0.0,0
2835,9,0,1,121535.18,0
2836,6,1,2,116662.96,0
2837,8,1,2,0.0,0
2838,6,1,1,124829.16,0
2839,2,0,2,155180.56,0
2840,1,1,1,108262.87,0
2841,4,0,2,0.0,0
2842,5,0,2,0.0,0
2843,2,1,1,0.0,1
2844,6,1,2,99812.88,0
2845,2,1,1,132164.26,0
2846,10,0,1,103583.05,1
2847,4,0,2,142406.43,0
2848,7,0,2,99842.5,1
2849,5,1,2,0.0,0
2850,9,0,1,0.0,0
2851,5,1,1,81042.42,0
2852,5,0,1,0.0,1
2853,6,1,2,0.0,0
2854,4,1,1,199689.49,1
2855,1,0,1,142645.43,0
2856,5,1,2,0.0,0
2857,3,0,1,110219.14,1
2858,3,1,2,0.0,0
2859,3,0,2,0.0,0
2860,4,0,2,0.0,0
2861,7,0,1,142072.02,0
2862,6,0,2,0.0,0
2863,8,0,1,149564.61,0
2864,9,0,2,0.0,0
2865,8,1,1,153366.13,0
2866,6,1,1,76467.16,0
2867,9,1,1,121508.28,0
2868,1,1,1,0.0,0
2869,8,0,2,73211.12,1
2870,9,0,2,0.0,0
2871,1,1,2,0.0,0
2872,0,0,2,92674.94,0
2873,3,0,4,96196.24,1
2874,1,1,1,114391.62,0
2875,9,0,1,80262.66,0
2876,7,0,1,173331.52,0
2877,7,1,1,147285.52,0
2878,5,1,2,119785.47,0
2879,1,0,1,140137.15,0
2880,6,0,1,107467.56,1
2881,8,0,2,98218.04,1
2882,2,1,1,133607.75,0
2883,3,1,2,0.0,0
2884,8,1,1,95139.41,0
2885,3,1,2,0.0,0
2886,5,0,2,0.0,0
2887,6,0,2,0.0,0
2888,1,0,1,97331.19,0
2889,2,1,2,139265.63,0
2890,9,1,1,0.0,0
2891,5,0,1,168094.01,0
2892,5,0,2,131563.88,0
2893,3,0,2,0.0,0
2894,9,0,2,0.0,0
2895,3,1,1,0.0,0
2896,7,1,1,107363.29,0
2897,2,1,1,94493.03,0
2898,9,0,2,170214.23,0
2899,6,0,1,139781.06,1
2900,7,0,2,0.0,0
2901,8,1,3,148610.41,1
2902,2,1,2,170241.7,0
2903,1,1,1,128306.83,0
2904,7,1,2,0.0,0
2905,3,1,1,0.0,0
2906,7,1,1,175454.0,0
2907,6,0,2,0.0,0
2908,0,1,2,100885.93,0
2909,9,1,1,93320.8,0
2910,6,1,2,63176.44,0
2911,2,0,1,139451.67,0
2912,8,0,1,49113.75,0
2913,1,1,3,123906.22,1
2914,6,1,2,0.0,0
2915,7,0,2,0.0,0
2916,1,0,1,131441.51,1
2917,2,0,1,0.0,1
2918,6,1,2,136325.48,1
2919,4,0,2,113150.44,1
2920,9,0,1,0.0,0
2921,4,1,2,0.0,0
2922,8,1,1,102785.16,0
2923,6,0,1,83264.28,0
2924,4,1,2,72252.64,0
2925,6,0,1,148051.52,0
2926,9,1,1,138489.66,0
2927,8,1,2,0.0,0
2928,6,1,1,111589.33,0
2929,0,0,1,122104.79,1
2930,4,1,1,96106.83,0
2931,7,0,1,115930.87,0
2932,7,0,2,124513.66,0
2933,9,0,1,0.0,1
2934,8,0,1,0.0,0
2935,7,1,1,0.0,1
2936,8,0,2,100988.39,0
2937,10,1,1,118577.24,0
2938,6,0,2,0.0,0
2939,5,1,2,0.0,0
2940,2,1,1,0.0,1
2941,5,1,2,0.0,0
2942,9,1,2,0.0,0
2943,9,1,1,113311.11,0
2944,9,0,1,0.0,0
2945,7,0,2,0.0,0
2946,4,0,1,124365.42,1
2947,1,1,2,147249.29,0
2948,7,1,1,103688.19,0
2949,1,0,2,138740.24,0
2950,4,1,1,111900.14,0
2951,0,1,1,152760.24,0
2952,7,1,2,143966.3,1
2953,10,0,1,141556.96,0
2954,6,1,2,0.0,0
2955,5,0,2,0.0,0
2956,1,1,1,0.0,0
2957,8,0,2,0.0,0
2958,10,1,1,0.0,1
2959,2,1,2,0.0,0
2960,9,0,1,162560.32,0
2961,7,0,1,123229.46,0
2962,7,1,2,76665.71,0
2963,9,1,3,140278.99,1
2964,3,1,2,0.0,0
2965,1,0,2,115764.32,0
2966,5,0,2,131142.53,0
2967,5,0,1,68375.27,1
2968,5,0,3,117833.3,1
2969,7,1,2,0.0,0
2970,7,0,2,0.0,0
2971,7,1,1,0.0,1
2972,2,0,1,111093.01,0
2973,9,0,1,132657.55,0
2974,9,1,1,128882.49,1
2975,9,1,1,69129.59,0
2976,6,1,2,0.0,0
2977,4,1,1,121404.64,0
2978,9,0,3,131355.3,1
2979,1,1,1,102097.33,0
2980,1,1,1,154863.15,0
2981,3,0,2,99945.93,0
2982,2,0,2,121704.32,0
2983,3,0,2,0.0,0
2984,8,1,1,138782.76,0
2985,9,1,2,0.0,0
2986,8,0,1,136291.71,0
2987,0,0,2,107856.57,0
2988,1,0,1,108348.66,1
2989,1,0,3,93871.95,1
2990,1,0,1,0.0,1
2991,2,0,1,125860.2,0
2992,8,0,1,172713.44,0
2993,5,1,2,0.0,0
2994,8,1,1,0.0,0
2995,3,1,1,130786.92,0
2996,2,0,1,112367.34,0
2997,7,0,2,91091.06,0
2998,7,1,1,106198.5,0
2999,5,0,2,142669.93,0
3000,1,1,1,112833.35,0
3001,5,1,2,0.0,0
3002,4,1,2,0.0,0
3003,2,0,2,104336.43,0
3004,6,1,1,104305.74,0
3005,5,1,2,140187.1,0
3006,4,0,2,0.0,0
3007,1,0,1,114959.12,1
3008,5,1,1,164704.38,1
3009,10,1,1,119096.55,0
3010,1,1,2,0.0,0
3011,2,0,1,0.0,1
3012,8,0,1,0.0,0
3013,9,0,1,115465.28,0
3014,4,0,2,0.0,0
3015,3,0,1,184926.61,0
3016,8,0,2,85957.88,0
3017,10,1,1,114084.6,0
3018,2,0,2,166930.76,0
3019,8,0,1,0.0,0
3020,7,1,2,0.0,0
3021,6,0,2,107193.82,0
3022,3,1,1,116275.12,0
3023,7,1,2,0.0,0
3024,2,0,1,91068.56,0
3025,5,1,1,123049.21,0
3026,6,1,2,0.0,0
3027,7,0,2,0.0,0
3028,3,0,1,137781.65,0
3029,2,1,2,108128.96,0
3030,10,0,2,105317.73,0
3031,1,0,1,80569.73,0
3032,4,1,1,174852.89,0
3033,3,0,3,89158.94,1
3034,10,1,2,0.0,0
3035,2,1,1,89800.14,0
3036,9,0,1,101207.75,1
3037,1,0,2,106086.42,0
3038,1,1,2,0.0,0
3039,9,0,2,0.0,0
3040,8,1,2,101440.36,0
3041,4,0,2,0.0,0
3042,7,1,2,106603.74,0
3043,10,0,2,130420.2,0
3044,1,0,1,0.0,0
3045,2,1,1,45022.23,0
3046,1,1,1,74298.43,0
3047,3,1,1,133003.03,1
3048,7,1,2,0.0,0
3049,1,0,1,136689.66,0
3050,4,1,2,0.0,0
3051,5,1,2,0.0,1
3052,1,1,1,102520.37,0
3053,2,1,2,0.0,0
3054,5,0,2,0.0,0
3055,1,1,1,88382.01,0
3056,4,0,2,115049.15,0
3057,1,1,1,104796.54,0
3058,1,0,1,123082.08,0
3059,8,1,2,0.0,0
3060,8,0,2,0.0,0
3061,7,1,2,0.0,0
3062,3,1,2,88311.48,0
3063,9,1,3,0.0,0
3064,7,1,1,71872.19,0
3065,6,0,2,110046.93,0
3066,8,1,1,104430.08,0
3067,5,0,2,0.0,0
3068,10,0,1,138653.51,0
3069,7,1,1,102575.04,0
3070,7,1,2,137780.74,1
3071,2,0,2,0.0,0
3072,7,1,2,0.0,0
3073,8,0,1,105209.54,0
3074,0,1,2,109570.21,0
3075,6,0,1,118715.86,1
3076,10,1,2,0.0,0
3077,2,1,2,153393.18,0
3078,6,0,1,132603.36,0
3079,6,1,2,0.0,0
3080,1,0,2,129398.01,0
3081,3,0,2,0.0,0
3082,2,0,1,151352.74,0
3083,5,0,1,136836.49,1
3084,4,0,1,91592.06,1
3085,8,0,2,0.0,0
3086,3,0,1,0.0,1
3087,8,1,2,0.0,0
3088,2,1,2,165536.28,0
3089,5,1,1,62482.95,0
3090,8,0,1,68155.59,0
3091,3,1,2,55853.33,1
3092,2,1,2,0.0,0
3093,2,0,1,79589.43,0
3094,5,1,1,100880.76,0
3095,3,0,2,174330.35,0
3096,7,0,1,143390.51,0
3097,8,0,1,91415.76,1
3098,3,0,1,134366.42,0
3099,3,1,2,0.0,0
3100,8,1,1,88786.81,0
3101,3,1,2,96814.46,0
3102,9,0,1,160680.41,0
3103,3,0,2,0.0,0
3104,10,0,2,0.0,0
3105,5,0,1,145537.21,0
3106,4,1,2,0.0,1
3107,6,1,2,0.0,0
3108,2,1,1,119370.11,1
3109,1,1,2,0.0,0
3110,10,0,1,134381.52,1
3111,8,1,2,114888.74,1
3112,1,0,2,149332.48,0
3113,7,0,3,105061.74,1
3114,7,1,2,0.0,0
3115,10,1,1,0.0,1
3116,4,1,1,0.0,0
3117,7,1,1,155062.8,0
3118,3,0,1,88798.34,0
3119,6,0,2,0.0,0
3120,5,0,1,143139.87,1
3121,7,0,2,0.0,0
3122,3,0,1,107027.52,0
3123,4,0,1,140720.93,0
3124,8,0,2,80964.57,0
3125,6,0,1,178585.46,1
3126,4,1,1,135889.13,0
3127,7,0,1,134919.85,0
3128,8,0,1,115130.34,1
3129,6,1,2,138190.13,0
3130,9,1,2,131519.49,0
3131,5,0,1,0.0,1
3132,3,1,2,126935.98,0
3133,4,1,1,133707.09,0
3134,1,0,1,97893.2,0
3135,5,0,1,127900.03,0
3136,10,1,1,143835.47,0
3137,0,1,2,0.0,0
3138,10,0,1,0.0,1
3139,2,1,1,0.0,1
3140,3,1,1,129596.77,0
3141,4,0,2,0.0,0
3142,2,0,2,110407.44,1
3143,7,1,2,0.0,0
3144,8,0,2,142015.76,0
3145,1,1,1,81370.07,0
3146,2,0,1,69329.47,1
3147,8,1,2,116755.5,1
3148,6,0,1,83870.33,0
3149,6,1,2,130694.89,1
3150,8,0,1,117451.47,0
3151,9,1,2,206868.78,0
3152,3,0,1,111695.62,0
3153,9,0,4,137285.26,1
3154,6,1,1,149218.39,0
3155,7,1,2,0.0,0
3156,7,1,2,0.0,0
3157,8,0,1,130701.29,1
3158,5,0,2,0.0,0
3159,3,0,1,167949.48,0
3160,4,0,1,131254.81,0
3161,5,1,2,0.0,0
3162,9,1,2,0.0,0
3163,7,1,1,86656.13,0
3164,8,1,1,114737.26,1
3165,5,0,2,0.0,0
3166,6,0,1,0.0,0
3167,4,1,1,119817.33,1
3168,7,1,2,130806.99,1
3169,0,1,1,0.0,1
3170,5,0,2,0.0,0
3171,2,0,1,80931.75,1
3172,3,1,3,0.0,1
3173,1,0,1,132178.67,0
3174,3,0,2,0.0,0
3175,6,1,2,0.0,0
3176,7,0,3,164769.02,1
3177,1,0,2,107233.85,0
3178,7,1,2,176227.07,0
3179,4,1,2,109949.39,0
3180,5,1,2,0.0,0
3181,10,0,1,117738.81,1
3182,9,0,1,133292.45,0
3183,1,1,1,160474.59,0
3184,6,0,2,0.0,0
3185,9,1,1,154393.43,1
3186,9,1,1,110827.49,1
3187,10,1,2,145750.45,0
3188,8,1,1,109044.3,0
3189,4,1,1,75170.54,0
3190,2,0,2,0.0,0
3191,6,1,1,105795.9,0
3192,5,0,2,0.0,0
3193,8,1,2,0.0,0
3194,1,0,1,0.0,1
