credit_profile_key,credit_card_ownership,credit_score,credit_card_type
2529,0,604,SILVER
2530,1,716,GOLD
2531,1,624,DIAMOND
2532,1,607,GOLD
2533,0,827,DIAMOND
2534,0,606,DIAMOND
2535,1,717,GOLD
2536,0,651,SILVER
2537,0,691,PLATINUM
2538,1,573,DIAMOND
2539,1,723,PLATINUM
2540,1,584,PLATINUM
2541,0,550,SILVER
2542,0,611,PLATINUM
2543,1,549,DIAMOND
2544,0,850,SILVER
2545,0,668,GOLD
2546,1,686,PLATINUM
2547,1,660,SILVER
2548,0,682,PLATINUM
2549,1,524,SILVER
2550,1,645,PLATINUM
2551,1,850,SILVER
2552,1,537,PLATINUM
2553,1,599,PLATINUM
2554,1,727,GOLD
2555,0,756,SILVER
2556,1,755,DIAMOND
2557,1,634,DIAMOND
2558,1,837,DIAMOND
2559,1,727,GOLD
2560,1,567,SILVER
2561,0,650,GOLD
2562,1,655,GOLD
2563,0,763,PLATINUM
2564,1,843,DIAMOND
2565,1,667,SILVER
2566,0,705,PLATINUM
2567,1,660,SILVER
2568,0,553,PLATINUM
2569,1,612,PLATINUM
2570,1,641,DIAMOND
2571,1,513,SILVER
2572,0,680,GOLD
2573,1,711,DIAMOND
2574,1,689,GOLD
2575,0,665,GOLD
2576,1,551,DIAMOND
2577,1,645,DIAMOND
2578,1,616,PLATINUM
2579,0,582,SILVER
2580,1,365,DIAMOND
2581,1,697,DIAMOND
2582,1,704,DIAMOND
2583,1,656,SILVER
2584,1,712,SILVER
2585,0,748,SILVER
2586,1,724,GOLD
2587,1,691,PLATINUM
2588,0,563,PLATINUM
2589,1,741,SILVER
2590,1,778,DIAMOND
2591,1,848,GOLD
2592,1,634,PLATINUM
2593,1,505,DIAMOND
2594,0,692,SILVER
2595,1,537,SILVER
2596,1,633,GOLD
2597,0,833,GOLD
2598,1,592,PLATINUM
2599,1,587,DIAMOND
2600,0,550,GOLD
2601,1,680,SILVER
2602,1,622,PLATINUM
2603,1,594,GOLD
2604,0,643,GOLD
2605,1,540,SILVER
2606,1,635,SILVER
2607,1,657,DIAMOND
2608,1,814,DIAMOND
2609,1,600,SILVER
2610,1,682,DIAMOND
2611,1,682,PLATINUM
2612,1,566,GOLD
2613,0,550,SILVER
2614,0,630,DIAMOND
2615,1,546,SILVER
2616,1,486,GOLD
2617,0,762,SILVER
2618,0,692,DIAMOND
2619,0,498,GOLD
2620,0,850,PLATINUM
2621,1,603,DIAMOND
2622,1,551,PLATINUM
2623,1,627,SILVER
2624,0,515,PLATINUM
2625,0,605,PLATINUM
2626,1,567,GOLD
2627,0,568,DIAMOND
2628,1,571,DIAMOND
2629,1,634,GOLD
2630,0,768,SILVER
2631,1,554,DIAMOND
2632,1,629,GOLD
2633,1,638,DIAMOND
2634,1,576,DIAMOND
2635,1,661,PLATINUM
2636,1,592,PLATINUM
2637,1,702,GOLD
2638,1,647,GOLD
2639,1,593,DIAMOND
2640,1,712,GOLD
2641,1,625,SILVER
2642,0,538,DIAMOND
2643,1,637,SILVER
2644,1,632,GOLD
2645,0,736,SILVER
2646,1,755,DIAMOND
2647,1,425,DIAMOND
2648,0,461,GOLD
2649,1,745,PLATINUM
2650,1,616,PLATINUM
2651,1,587,SILVER
2652,0,850,SILVER
2653,1,601,PLATINUM
2654,1,730,GOLD
2655,1,532,PLATINUM
2656,1,850,GOLD
2657,0,779,SILVER
2658,1,562,SILVER
2659,0,670,SILVER
2660,1,729,GOLD
2661,1,767,GOLD
2662,1,742,SILVER
2663,0,669,SILVER
2664,0,542,SILVER
2665,1,586,GOLD
2666,1,612,GOLD
2667,1,740,DIAMOND
2668,1,584,GOLD
2669,1,524,SILVER
2670,1,614,PLATINUM
2671,0,598,GOLD
2672,0,799,PLATINUM
2673,0,724,DIAMOND
2674,1,601,DIAMOND
2675,1,804,DIAMOND
2676,1,745,PLATINUM
2677,1,667,DIAMOND
2678,1,518,SILVER
2679,1,819,SILVER
2680,1,520,PLATINUM
2681,1,625,SILVER
2682,0,673,GOLD
2683,1,656,GOLD
2684,0,850,PLATINUM
2685,0,574,PLATINUM
2686,1,679,DIAMOND
2687,0,530,DIAMOND
2688,0,508,GOLD
2689,1,558,DIAMOND
2690,0,414,DIAMOND
2691,1,648,GOLD
2692,1,721,DIAMOND
2693,0,751,SILVER
2694,0,662,GOLD
2695,0,628,PLATINUM
2696,1,597,SILVER
2697,1,698,DIAMOND
2698,1,723,PLATINUM
2699,1,586,PLATINUM
2700,1,633,DIAMOND
2701,1,564,PLATINUM
2702,1,649,DIAMOND
2703,0,622,GOLD
2704,1,459,PLATINUM
2705,0,718,PLATINUM
2706,1,655,PLATINUM
2707,1,696,PLATINUM
2708,0,637,PLATINUM
2709,1,630,DIAMOND
2710,0,592,GOLD
2711,1,634,GOLD
2712,1,608,GOLD
2713,1,565,SILVER
2714,0,763,PLATINUM
2715,1,665,GOLD
2716,0,649,DIAMOND
2717,1,695,PLATINUM
2718,1,775,GOLD
2719,0,788,SILVER
2720,1,569,PLATINUM
2721,0,726,DIAMOND
2722,1,564,DIAMOND
2723,1,544,SILVER
2724,1,614,SILVER
2725,1,453,GOLD
2726,1,471,PLATINUM
2727,0,829,PLATINUM
2728,1,754,GOLD
2729,1,749,SILVER
2730,1,667,SILVER
2731,0,670,GOLD
2732,1,670,DIAMOND
2733,1,623,PLATINUM
2734,1,571,PLATINUM
2735,0,641,GOLD
2736,1,551,DIAMOND
2737,1,741,SILVER
2738,0,472,GOLD
2739,0,650,DIAMOND
2740,0,625,SILVER
2741,1,650,DIAMOND
2742,1,535,DIAMOND
2743,1,649,PLATINUM
2744,1,689,DIAMOND
2745,1,694,PLATINUM
2746,1,655,DIAMOND
2747,1,620,PLATINUM
2748,1,577,PLATINUM
2749,1,401,GOLD
2750,1,599,DIAMOND
2751,1,481,SILVER
2752,1,704,PLATINUM
2753,0,698,GOLD
2754,0,480,SILVER
2755,1,682,SILVER
2756,0,700,GOLD
2757,1,492,SILVER
2758,1,444,DIAMOND
2759,0,624,DIAMOND
2760,1,709,SILVER
2761,1,557,GOLD
2762,1,646,GOLD
2763,1,719,GOLD
2764,1,706,DIAMOND
2765,0,660,GOLD
2766,1,667,SILVER
2767,1,705,SILVER
2768,1,598,GOLD
2769,1,669,GOLD
2770,1,580,PLATINUM
2771,1,676,DIAMOND
2772,1,714,DIAMOND
2773,1,597,PLATINUM
2774,0,559,DIAMOND
2775,1,564,PLATINUM
2776,1,850,PLATINUM
2777,0,689,PLATINUM
2778,1,758,DIAMOND
2779,1,604,GOLD
2780,0,733,GOLD
2781,1,778,GOLD
2782,1,732,GOLD
2783,0,646,GOLD
2784,0,597,SILVER
2785,0,821,GOLD
2786,0,640,SILVER
2787,1,511,DIAMOND
2788,1,805,GOLD
2789,1,540,GOLD
2790,1,705,DIAMOND
2791,1,540,DIAMOND
2792,1,532,DIAMOND
2793,0,535,GOLD
2794,1,627,SILVER
2795,0,646,SILVER
2796,0,515,DIAMOND
2797,1,697,SILVER
2798,0,652,SILVER
2799,1,579,PLATINUM
2800,1,760,SILVER
2801,1,769,PLATINUM
2802,1,498,SILVER
2803,1,774,PLATINUM
2804,1,705,SILVER
2805,1,648,DIAMOND
2806,1,688,PLATINUM
2807,1,592,GOLD
2808,1,705,PLATINUM
2809,1,654,SILVER
2810,1,624,SILVER
2811,1,594,DIAMOND
2812,1,695,GOLD
2813,1,597,SILVER
2814,1,758,PLATINUM
2815,1,737,SILVER
2816,1,694,GOLD
2817,1,683,PLATINUM
2818,1,538,GOLD
2819,1,669,PLATINUM
2820,1,730,PLATINUM
2821,1,622,GOLD
2822,1,714,PLATINUM
2823,1,569,PLATINUM
2824,0,668,DIAMOND
2825,1,628,GOLD
2826,1,600,SILVER
2827,1,693,SILVER
2828,0,704,GOLD
2829,0,527,GOLD
2830,1,553,PLATINUM
2831,0,575,GOLD
2832,0,626,GOLD
2833,1,582,SILVER
2834,1,683,PLATINUM
2835,0,850,GOLD
2836,1,653,DIAMOND
2837,1,679,SILVER
2838,0,549,DIAMOND
2839,0,850,DIAMOND
2840,1,558,PLATINUM
2841,1,528,GOLD
2842,1,801,PLATINUM
2843,1,513,SILVER
2844,1,666,PLATINUM
2845,0,606,GOLD
2846,1,599,SILVER
2847,1,544,PLATINUM
2848,1,529,DIAMOND
2849,1,850,GOLD
2850,0,497,PLATINUM
2851,0,764,DIAMOND
2852,1,603,PLATINUM
2853,1,609,DIAMOND
2854,1,487,SILVER
2855,0,748,GOLD
2856,1,710,GOLD
2857,1,432,GOLD
2858,0,534,GOLD
2859,0,607,DIAMOND
2860,1,551,DIAMOND
2861,1,674,GOLD
2862,1,525,DIAMOND
2863,0,645,PLATINUM
2864,1,755,DIAMOND
2865,1,708,DIAMOND
2866,1,715,GOLD
2867,1,727,PLATINUM
2868,0,559,DIAMOND
2869,1,545,PLATINUM
2870,1,524,SILVER
2871,0,707,GOLD
2872,1,671,SILVER
2873,1,439,GOLD
2874,1,667,SILVER
2875,1,831,GOLD
2876,1,545,DIAMOND
2877,1,604,PLATINUM
2878,1,657,PLATINUM
2879,1,487,DIAMOND
2880,1,750,DIAMOND
2881,1,694,GOLD
2882,1,711,DIAMOND
2883,1,551,PLATINUM
2884,1,559,PLATINUM
2885,0,620,SILVER
2886,1,660,SILVER
2887,1,449,DIAMOND
2888,1,703,DIAMOND
2889,1,795,PLATINUM
2890,0,594,GOLD
2891,0,586,GOLD
2892,1,613,GOLD
2893,1,601,SILVER
2894,0,657,GOLD
2895,1,531,DIAMOND
2896,1,621,DIAMOND
2897,0,782,PLATINUM
2898,1,528,GOLD
2899,1,696,DIAMOND
2900,1,586,PLATINUM
2901,0,626,PLATINUM
2902,1,498,GOLD
2903,1,691,PLATINUM
2904,1,568,GOLD
2905,1,715,GOLD
2906,0,680,PLATINUM
2907,1,802,DIAMOND
2908,1,539,GOLD
2909,1,494,SILVER
2910,1,594,GOLD
2911,0,596,PLATINUM
2912,1,649,SILVER
2913,1,699,SILVER
2914,1,787,SILVER
2915,0,604,SILVER
2916,1,489,GOLD
2917,1,651,GOLD
2918,1,698,DIAMOND
2919,1,578,GOLD
2920,0,538,SILVER
2921,1,696,PLATINUM
2922,1,507,GOLD
2923,0,685,GOLD
2924,1,705,GOLD
2925,1,499,PLATINUM
2926,1,717,GOLD
2927,1,510,SILVER
2928,1,632,DIAMOND
2929,1,668,DIAMOND
2930,1,744,DIAMOND
2931,1,663,DIAMOND
2932,1,638,PLATINUM
2933,1,688,GOLD
2934,1,588,GOLD
2935,1,631,SILVER
2936,1,687,SILVER
2937,1,599,SILVER
2938,1,718,DIAMOND
2939,1,730,GOLD
2940,0,533,GOLD
2941,1,711,DIAMOND
2942,0,555,SILVER
2943,1,850,SILVER
2944,0,678,DIAMOND
2945,1,576,PLATINUM
2946,0,835,GOLD
2947,1,592,GOLD
2948,0,774,SILVER
2949,0,620,SILVER
2950,1,519,PLATINUM
2951,1,734,DIAMOND
2952,1,763,DIAMOND
2953,1,733,SILVER
2954,1,650,GOLD
2955,1,538,DIAMOND
2956,1,577,SILVER
2957,1,792,SILVER
2958,1,686,GOLD
2959,0,589,DIAMOND
2960,1,530,SILVER
2961,1,778,PLATINUM
2962,1,616,GOLD
2963,1,550,GOLD
2964,0,655,SILVER
2965,0,721,DIAMOND
2966,1,499,PLATINUM
2967,1,511,DIAMOND
2968,0,579,GOLD
2969,1,696,PLATINUM
2970,0,681,DIAMOND
2971,0,815,SILVER
2972,1,681,PLATINUM
2973,1,641,GOLD
2974,1,591,DIAMOND
2975,1,565,PLATINUM
2976,1,487,SILVER
2977,1,729,GOLD
2978,1,505,PLATINUM
2979,0,580,DIAMOND
2980,1,642,SILVER
2981,1,850,GOLD
2982,1,616,PLATINUM
2983,1,526,PLATINUM
2984,1,523,DIAMOND
2985,1,663,DIAMOND
2986,1,840,PLATINUM
2987,1,570,PLATINUM
2988,0,676,SILVER
2989,1,689,DIAMOND
2990,1,703,SILVER
2991,0,491,SILVER
2992,1,584,DIAMOND
2993,0,810,DIAMOND
2994,1,745,DIAMOND
2995,0,625,DIAMOND
2996,1,535,PLATINUM
2997,1,729,PLATINUM
2998,0,655,DIAMOND
2999,1,751,PLATINUM
3000,0,525,PLATINUM
3001,0,532,DIAMOND
3002,1,696,DIAMOND
3003,0,786,GOLD
3004,0,580,GOLD
3005,1,596,PLATINUM
3006,1,683,GOLD
3007,1,747,DIAMOND
3008,0,602,SILVER
3009,0,779,GOLD
3010,1,551,SILVER
3011,1,666,GOLD
3012,1,526,DIAMOND
3013,1,849,GOLD
3014,1,471,PLATINUM
3015,1,628,GOLD
3016,1,674,GOLD
3017,0,797,SILVER
3018,1,590,SILVER
3019,1,588,DIAMOND
3020,1,577,GOLD
3021,0,571,PLATINUM
3022,1,680,GOLD
3023,1,648,DIAMOND
3024,1,618,GOLD
3025,0,648,DIAMOND
3026,1,759,SILVER
3027,0,585,SILVER
3028,0,774,SILVER
3029,1,697,SILVER
3030,1,605,PLATINUM
3031,0,676,DIAMOND
3032,1,678,PLATINUM
3033,1,495,PLATINUM
3034,1,787,GOLD
3035,1,770,SILVER
3036,0,817,SILVER
3037,1,659,GOLD
3038,1,693,PLATINUM
3039,1,744,PLATINUM
3040,1,829,DIAMOND
3041,1,716,GOLD
3042,1,671,GOLD
3043,0,835,DIAMOND
3044,1,636,DIAMOND
3045,1,649,PLATINUM
3046,1,621,PLATINUM
3047,0,658,SILVER
3048,1,784,DIAMOND
3049,1,783,GOLD
3050,1,615,GOLD
3051,1,791,PLATINUM
3052,1,762,SILVER
3053,1,607,SILVER
3054,1,601,PLATINUM
3055,0,540,GOLD
3056,1,812,DIAMOND
3057,1,685,GOLD
3058,1,680,GOLD
3059,1,680,GOLD
3060,0,631,PLATINUM
3061,1,569,SILVER
3062,1,584,SILVER
3063,1,582,SILVER
3064,1,609,SILVER
3065,1,506,GOLD
3066,1,503,GOLD
3067,1,503,PLATINUM
3068,1,806,GOLD
3069,1,653,GOLD
3070,1,666,SILVER
3071,1,674,DIAMOND
3072,0,798,GOLD
3073,1,740,SILVER
3074,1,531,GOLD
3075,1,614,DIAMOND
3076,1,556,GOLD
3077,1,678,GOLD
3078,1,587,SILVER
3079,1,527,DIAMOND
3080,0,757,PLATINUM
3081,1,468,GOLD
3082,0,693,PLATINUM
3083,1,483,SILVER
3084,1,466,SILVER
3085,1,770,SILVER
3086,1,734,SILVER
3087,1,716,SILVER
3088,1,439,DIAMOND
3089,1,538,GOLD
3090,1,743,GOLD
3091,0,734,PLATINUM
3092,0,656,SILVER
3093,0,666,DIAMOND
3094,0,627,GOLD
3095,0,480,DIAMOND
3096,1,792,DIAMOND
3097,0,613,DIAMOND
3098,1,476,GOLD
3099,1,539,PLATINUM
3100,1,696,PLATINUM
3101,1,810,GOLD
3102,1,763,DIAMOND
3103,1,640,SILVER
3104,1,655,SILVER
3105,1,526,GOLD
3106,1,678,PLATINUM
3107,1,554,DIAMOND
3108,1,597,SILVER
3109,1,560,SILVER
3110,0,850,DIAMOND
3111,1,546,PLATINUM
3112,1,623,DIAMOND
3113,1,698,DIAMOND
3114,1,620,PLATINUM
3115,1,619,DIAMOND
3116,1,561,DIAMOND
3117,1,753,GOLD
3118,0,721,GOLD
3119,1,451,GOLD
3120,0,680,DIAMOND
3121,1,590,SILVER
3122,1,634,PLATINUM
3123,1,676,PLATINUM
3124,1,642,PLATINUM
3125,1,760,DIAMOND
3126,1,736,PLATINUM
3127,1,656,DIAMOND
3128,0,776,GOLD
3129,0,832,PLATINUM
3130,1,631,SILVER
3131,1,795,PLATINUM
3132,0,648,PLATINUM
3133,1,615,PLATINUM
3134,1,682,DIAMOND
3135,1,694,GOLD
3136,0,694,PLATINUM
3137,1,607,DIAMOND
3138,1,664,PLATINUM
3139,1,756,DIAMOND
3140,1,645,SILVER
3141,1,653,DIAMOND
3142,0,710,SILVER
3143,0,697,DIAMOND
3144,1,619,DIAMOND
3145,0,648,PLATINUM
3146,0,482,DIAMOND
3147,1,548,GOLD
3148,1,752,SILVER
3149,1,648,DIAMOND
3150,1,643,DIAMOND
3151,0,573,SILVER
3152,0,686,DIAMOND
3153,1,644,GOLD
3154,1,702,DIAMOND
3155,0,652,PLATINUM
3156,1,641,GOLD
3157,1,692,SILVER
3158,0,574,DIAMOND
3159,1,643,GOLD
3160,1,834,SILVER
3161,1,591,SILVER
3162,0,470,DIAMOND
3163,0,608,SILVER
3164,1,649,DIAMOND
3165,1,665,PLATINUM
3166,1,651,SILVER
3167,0,555,GOLD
3168,1,637,PLATINUM
3169,1,675,SILVER
3170,1,677,GOLD
3171,0,850,DIAMOND
3172,1,815,GOLD
3173,0,665,GOLD
3174,1,485,SILVER
3175,1,577,DIAMOND
3176,1,586,SILVER
3177,1,722,DIAMOND
3178,0,528,GOLD
3179,1,542,SILVER
3180,1,552,SILVER
3181,1,678,DIAMOND
3182,1,575,PLATINUM
3183,1,669,DIAMOND
3184,1,636,PLATINUM
3185,1,667,SILVER
3186,1,652,PLATINUM
3187,1,637,DIAMOND
3188,0,516,GOLD
3189,1,801,SILVER
3190,1,692,PLATINUM
3191,1,585,PLATINUM
3192,1,590,GOLD
3193,1,554,PLATINUM
3194,1,659,PLATINUM
3195,1,690,GOLD
3196,0,697,DIAMOND
3197,1,610,PLATINUM
3198,0,599,DIAMOND
3199,1,544,DIAMOND
3200,1,548,SILVER
3201,1,635,SILVER
3202,1,722,DIAMOND
3203,1,564,DIAMOND
3204,1,719,SILVER
3205,0,547,DIAMOND
3206,1,850,DIAMOND
3207,1,515,GOLD
3208,0,667,PLATINUM
3209,1,607,SILVER
3210,1,525,SILVER
3211,1,606,DIAMOND
3212,0,686,DIAMOND
3213,1,611,SILVER
3214,1,827,DIAMOND
3215,1,572,GOLD
3216,0,726,SILVER
3217,0,579,SILVER
3218,1,598,DIAMOND
3219,1,663,PLATINUM
3220,1,505,DIAMOND
3221,0,576,GOLD
3222,0,555,GOLD
3223,1,524,DIAMOND
3224,0,776,DIAMOND
3225,1,645,GOLD
3226,0,850,PLATINUM
3227,1,603,SILVER
3228,1,691,GOLD
3229,1,583,SILVER
3230,1,584,GOLD
3231,1,679,PLATINUM
3232,1,646,SILVER
3233,1,559,PLATINUM
3234,1,595,DIAMOND
3235,1,527,PLATINUM
3236,1,684,PLATINUM
3237,1,673,GOLD
3238,0,802,GOLD
3239,1,675,SILVER
3240,1,762,DIAMOND
3241,1,580,PLATINUM
3242,1,621,DIAMOND
3243,0,411,PLATINUM
3244,0,815,DIAMOND
3245,1,631,GOLD
3246,0,514,DIAMOND
3247,1,638,GOLD
3248,1,791,PLATINUM
3249,1,516,DIAMOND
3250,0,734,SILVER
3251,0,611,PLATINUM
3252,1,850,PLATINUM
3253,1,641,SILVER
3254,1,585,GOLD
3255,1,552,DIAMOND
3256,0,507,GOLD
3257,0,735,PLATINUM
3258,1,707,PLATINUM
3259,1,698,DIAMOND
3260,1,841,DIAMOND
3261,0,688,DIAMOND
3262,1,614,GOLD
3263,0,511,GOLD
3264,1,447,GOLD
3265,1,738,SILVER
3266,1,422,SILVER
3267,1,537,SILVER
3268,1,707,PLATINUM
3269,1,690,GOLD
3270,1,664,GOLD
3271,1,850,SILVER
3272,0,584,PLATINUM
3273,1,728,GOLD
3274,1,560,DIAMOND
3275,1,629,PLATINUM
3276,0,658,GOLD
3277,1,794,GOLD
3278,1,790,DIAMOND
3279,1,640,PLATINUM
3280,1,652,GOLD
3281,0,583,GOLD
3282,1,775,PLATINUM
3283,1,584,PLATINUM
3284,1,635,DIAMOND
3285,1,814,GOLD
3286,0,735,SILVER
3287,0,678,GOLD
3288,1,693,DIAMOND
3289,1,640,DIAMOND
3290,1,773,DIAMOND
3291,1,736,GOLD
3292,1,693,PLATINUM
3293,1,496,DIAMOND
3294,1,751,DIAMOND
3295,0,528,PLATINUM
3296,1,754,SILVER
3297,1,568,SILVER
3298,1,592,PLATINUM
3299,1,558,PLATINUM
3300,1,825,SILVER
3301,1,677,PLATINUM
3302,1,653,GOLD
3303,1,593,GOLD
3304,1,632,SILVER
3305,1,601,DIAMOND
3306,1,786,SILVER
3307,1,654,DIAMOND
3308,1,572,PLATINUM
3309,0,813,SILVER
3310,1,523,GOLD
3311,1,506,DIAMOND
3312,1,513,DIAMOND
3313,1,664,PLATINUM
3314,1,684,SILVER
3315,1,608,GOLD
3316,0,527,SILVER
3317,1,666,GOLD
3318,1,779,PLATINUM
3319,1,629,SILVER
3320,0,430,SILVER
3321,0,712,GOLD
3322,1,682,SILVER
3323,1,634,SILVER
3324,1,487,SILVER
3325,0,808,SILVER
3326,1,527,GOLD
3327,0,637,PLATINUM
3328,1,802,GOLD
3329,1,529,DIAMOND
3330,0,850,GOLD
3331,1,738,PLATINUM
3332,0,817,DIAMOND
3333,0,735,GOLD
3334,1,619,GOLD
3335,0,671,GOLD
3336,1,581,SILVER
3337,1,690,GOLD
3338,0,579,DIAMOND
3339,1,688,DIAMOND
3340,1,599,PLATINUM
3341,1,729,PLATINUM
3342,0,718,PLATINUM
3343,1,712,DIAMOND
3344,0,474,DIAMOND
3345,1,565,GOLD
3346,1,658,DIAMOND
3347,0,714,GOLD
3348,0,725,SILVER
3349,0,825,PLATINUM
3350,1,665,PLATINUM
3351,0,670,DIAMOND
3352,1,474,SILVER
3353,1,591,GOLD
3354,1,508,GOLD
3355,0,695,SILVER
3356,1,660,PLATINUM
3357,1,687,DIAMOND
3358,0,658,PLATINUM
3359,0,705,SILVER
3360,1,739,DIAMOND
3361,1,844,SILVER
3362,0,602,PLATINUM
3363,0,759,SILVER
3364,1,747,PLATINUM
3365,0,673,SILVER
3366,1,671,PLATINUM
3367,1,640,PLATINUM
3368,0,581,SILVER
3369,1,630,SILVER
3370,1,703,PLATINUM
3371,1,698,PLATINUM
3372,0,742,GOLD
3373,0,652,PLATINUM
3374,1,644,SILVER
3375,0,735,PLATINUM
3376,1,777,GOLD
3377,1,644,DIAMOND
3378,1,665,GOLD
3379,1,529,DIAMOND
3380,1,803,PLATINUM
3381,1,604,SILVER
3382,1,738,PLATINUM
3383,1,655,GOLD
3384,0,698,DIAMOND
3385,1,775,PLATINUM
3386,1,735,GOLD
3387,1,766,GOLD
3388,1,537,SILVER
3389,1,599,SILVER
3390,1,420,GOLD
3391,1,674,DIAMOND
3392,0,570,SILVER
3393,1,623,SILVER
3394,1,710,PLATINUM
3395,1,466,GOLD
3396,1,759,DIAMOND
3397,1,581,DIAMOND
3398,1,820,GOLD
3399,0,759,GOLD
3400,1,628,GOLD
3401,1,676,SILVER
3402,1,591,SILVER
3403,1,690,DIAMOND
3404,1,624,GOLD
3405,1,573,PLATINUM
3406,1,694,GOLD
3407,1,632,SILVER
3408,1,632,GOLD
3409,1,832,PLATINUM
3410,0,598,GOLD
3411,0,430,SILVER
3412,0,711,SILVER
3413,1,582,SILVER
3414,1,605,SILVER
3415,1,657,DIAMOND
3416,0,578,SILVER
3417,0,532,PLATINUM
3418,0,612,DIAMOND
3419,1,792,PLATINUM
3420,1,674,PLATINUM
3421,1,680,GOLD
3422,1,593,DIAMOND
3423,1,679,PLATINUM
3424,1,493,GOLD
3425,0,688,SILVER
3426,1,769,PLATINUM
3427,0,581,GOLD
3428,1,465,SILVER
3429,0,641,PLATINUM
3430,0,731,DIAMOND
3431,1,625,GOLD
3432,0,468,GOLD
3433,1,790,SILVER
3434,1,587,DIAMOND
3435,1,692,GOLD
3436,1,676,GOLD
3437,1,571,SILVER
3438,0,700,SILVER
3439,1,445,PLATINUM
3440,1,746,DIAMOND
3441,1,722,SILVER
3442,1,596,SILVER
3443,1,850,PLATINUM
3444,1,597,SILVER
3445,1,436,DIAMOND
3446,1,660,PLATINUM
3447,1,649,PLATINUM
3448,1,646,PLATINUM
3449,1,560,PLATINUM
3450,1,710,DIAMOND
3451,1,513,SILVER
3452,1,607,DIAMOND
3453,1,757,DIAMOND
3454,0,619,DIAMOND
3455,1,612,SILVER
3456,1,842,DIAMOND
3457,0,713,PLATINUM
3458,0,657,DIAMOND
3459,0,770,GOLD
3460,0,773,PLATINUM
3461,0,470,DIAMOND
3462,1,781,SILVER
3463,0,428,DIAMOND
3464,1,600,DIAMOND
3465,1,697,GOLD
3466,0,692,DIAMOND
3467,1,791,PLATINUM
3468,0,538,DIAMOND
3469,1,820,PLATINUM
3470,1,679,GOLD
3471,0,649,SILVER
3472,1,632,PLATINUM
3473,0,594,SILVER
3474,0,682,GOLD
3475,0,720,SILVER
3476,1,769,DIAMOND
3477,0,746,DIAMOND
3478,1,623,SILVER
3479,1,537,GOLD
3480,1,468,GOLD
3481,1,588,GOLD
3482,1,729,PLATINUM
3483,1,543,PLATINUM
3484,1,499,GOLD
3485,1,784,GOLD
3486,1,604,PLATINUM
3487,1,614,PLATINUM
3488,0,671,DIAMOND
3489,1,587,DIAMOND
3490,0,593,SILVER
3491,0,453,DIAMOND
3492,1,570,SILVER
3493,0,655,SILVER
3494,1,632,DIAMOND
3495,1,681,SILVER
3496,1,591,GOLD
3497,1,779,SILVER
3498,0,456,SILVER
3499,0,686,SILVER
3500,1,617,SILVER
3501,1,850,DIAMOND
3502,0,646,DIAMOND
3503,1,735,DIAMOND
3504,0,543,SILVER
3505,0,490,SILVER
3506,1,640,PLATINUM
3507,0,445,SILVER
3508,1,761,GOLD
3509,1,426,DIAMOND
3510,1,777,SILVER
3511,1,534,DIAMOND
3512,1,777,DIAMOND
3513,1,806,GOLD
3514,0,790,DIAMOND
3515,0,643,SILVER
3516,0,584,SILVER
3517,1,638,SILVER
3518,0,771,GOLD
3519,0,600,GOLD
3520,1,661,PLATINUM
3521,1,554,GOLD
3522,0,627,SILVER
3523,1,659,SILVER
3524,1,835,PLATINUM
3525,1,763,DIAMOND
3526,1,625,GOLD
3527,1,799,DIAMOND
3528,1,849,GOLD
3529,1,692,SILVER
3530,1,623,GOLD
3531,1,453,GOLD
3532,0,408,DIAMOND
3533,1,778,GOLD
3534,0,695,PLATINUM
3535,1,677,PLATINUM
3536,1,662,DIAMOND
3537,1,534,DIAMOND
3538,1,602,SILVER
3539,1,554,GOLD
3540,1,667,PLATINUM
3541,0,672,GOLD
3542,1,838,GOLD
3543,1,692,SILVER
3544,0,675,GOLD
3545,1,731,GOLD
3546,0,468,PLATINUM
3547,1,542,SILVER
3548,0,662,DIAMOND
3549,0,770,DIAMOND
3550,1,675,PLATINUM
3551,1,647,GOLD
3552,1,604,GOLD
3553,1,833,DIAMOND
3554,1,741,DIAMOND
3555,0,658,SILVER
3556,1,528,GOLD
3557,1,590,SILVER
3558,0,675,PLATINUM
3559,0,765,SILVER
3560,1,650,PLATINUM
3561,0,817,DIAMOND
3562,1,699,DIAMOND
3563,1,495,DIAMOND
3564,0,491,PLATINUM
3565,0,847,PLATINUM
3566,0,676,SILVER
3567,0,746,PLATINUM
3568,1,470,SILVER
3569,0,714,PLATINUM
3570,1,695,PLATINUM
3571,1,674,DIAMOND
3572,1,664,DIAMOND
3573,0,697,DIAMOND
3574,1,670,GOLD
3575,1,541,SILVER
3576,0,640,DIAMOND
3577,1,647,GOLD
3578,1,757,DIAMOND
3579,1,704,DIAMOND
3580,1,778,GOLD
3581,1,639,PLATINUM
3582,1,637,SILVER
3583,1,686,GOLD
3584,1,577,SILVER
3585,0,506,GOLD
3586,1,757,SILVER
3587,1,826,GOLD
3588,1,721,SILVER
3589,1,489,DIAMOND
3590,0,446,DIAMOND
3591,0,677,DIAMOND
3592,1,769,SILVER
3593,1,677,DIAMOND
3594,0,555,GOLD
3595,1,652,PLATINUM
3596,1,722,PLATINUM
3597,0,643,SILVER
3598,1,796,DIAMOND
3599,1,720,GOLD
3600,1,613,DIAMOND
3601,0,506,DIAMOND
3602,1,608,SILVER
3603,1,667,DIAMOND
